EYFP_MEFL,mKate_MEFL,EBFP2_MEFL
3254313.58,14897411.61,11714.3
1946278.88,5954283.23,1156.15
774589.52,1526572.73,14841.62
2417301.82,224408.33,18118.44
1309246.55,1483619.21,26369.98
2248.96,2229.52,1873.11
12604.95,17238.33,1156.15
280849.19,362207.72,1156.15
2547706.62,4032601.01,1156.15
25842.66,152780.03,1156.15
2248.96,2229.52,1156.15
792857.32,3237998.32,1156.15
576745.59,4280298.36,1156.15
383759.44,567553.89,1156.15
81657.44,192966.24,1156.15
2248.96,82908.87,1156.15
36527.3,34158.41,1156.15
348462.62,1842655.5,1156.15
10651.7,8768.12,1156.15
4058.16,813633.61,1156.15
505268.35,319618.61,1156.15
2248.96,2229.52,1156.15
446397.55,3621717.33,1156.15
2248.96,2229.52,1156.15
2043812.85,6049496.31,1156.15
64212.49,86861.78,52706.18
2248.96,2229.52,22024.79
467436.75,2740584.44,1156.15
1698737.03,13553953.78,30357.39
62693.46,2229.52,55610.95
5756590.65,14844072.12,3094.18
32659.96,6493.83,32579.09
761055.99,742968.49,1156.15
2248.96,59610.19,1156.15
908882.32,4652730.19,1411.24
94753.22,2229.52,4751.95
38710.15,2229.52,2832.73
2248.96,726799.61,1156.15
255157.97,3109279.6,15317.45
2248.96,2229.52,1156.15
27107936.03,32283461.46,22713.33
2248.96,84966.65,15282.26
498800.25,46267.03,31607.33
2148402.19,3852879.71,21807.38
2248.96,2229.52,6671.13
2248.96,2229.52,1156.15
2248.96,2229.52,1156.15
815021.86,1107218.12,1156.15
2248.96,2229.52,1156.15
1037502.04,2229.52,1156.15
2248.96,2229.52,10509.55
2248.96,2364061.32,1156.15
2248.96,2229.52,1156.15
2248.96,127388.16,1156.15
276497.49,14976.2,469195.68
1216839.64,11017138.75,3304.31
1428560.55,3025499.17,11504.65
6038219.95,10385226.43,19810.71
2248.96,959786.4,1156.15
2278401.09,1768680.1,1156.15
2248.96,2229.52,1156.15
2248.96,796557.73,33297.2
1237163.09,4999763.86,1156.15
2248.96,2229.52,1156.15
17541.11,902448.18,31345.63
2248.96,2229.52,35459.25
199367.57,961698.54,1156.15
2248.96,2229.52,1156.15
1039733.36,2767540.35,1156.15
2248.96,2229.52,1156.15
2248.96,103996.51,22953.26
6798277.51,32581591.26,17824.19
2248.96,2229.52,1156.15
1882881.57,3383000.09,8516.57
1367000.02,1187142.94,1156.15
735218.19,1412287.16,3361.32
1742059.87,2229.52,1156.15
1961261.92,4026737.78,24633.05
2248.96,2229.52,31620.83
2248.96,2229.52,8590.34
2248.96,2229.52,1156.15
620545.41,5724763.32,1156.15
110353.82,6737608.59,22844.84
2248.96,372982.17,24790.25
2469828.37,22243667.9,1156.15
2248.96,2229.52,1873.11
2248.96,2229.52,1156.15
733261.17,2229.52,1156.15
2248.96,2229.52,1156.15
2248.96,2229.52,1156.15
2248.96,2229.52,23944
2248.96,398382.55,28620.9
2551551.52,1253716.36,1156.15
4794336.09,6336873,1156.15
2248.96,2229.52,63287.76
7099694.03,14836377.04,1156.15
12767.81,1038028.61,26506.18
2248.96,2229.52,26822.81
2248.96,2229.52,30661.23
881425.08,5605868.07,3998.72
2248.96,2229.52,11469.15
2248.96,2229.52,40257.27
2248.96,2229.52,7630.74
2248.96,2229.52,6671.13
2248.96,2229.52,1156.15
2248.96,2229.52,1156.15
2248.96,2229.52,15307.57
2248.96,2229.52,46014.89
2248.96,106004.21,48861.92
29031940.64,14657274.45,14666.5
2248.96,1148274.53,5361.22
2417670.58,1565205.76,1156.15
9453692.63,63926125.6,1156.15
2248.96,2229.52,1156.15
2248.96,2229.52,1156.15
26701.78,2229.52,1156.15
2248.96,2229.52,22984.4
2248.96,2229.52,10509.55
4883676.88,4009046.04,1156.15
346513.18,1832015.13,12829.05
2248.96,2229.52,4751.93
2248.96,2229.52,32580.44
2248.96,2229.52,1156.15
3541474.96,2229.52,15308.67
1694924.35,8959913,30802
5580767.72,405535.55,1156.15
2248.96,2229.52,1156.15
260371.64,1842611.18,32017.86
2248.96,42556.37,26810.45
3304081.81,4063334.14,63005.96
2248.96,2229.52,1156.15
865359.48,2229.52,10509.82
366964.84,2229.52,10509.66
2248.96,2229.52,1156.15
2248.96,2229.52,1156.15
2248.96,2229.52,1156.15
2248.96,2229.52,1156.15
2248.96,2229.52,22024.79
2248.96,2229.52,1873.11
7678962.37,18552966.91,1156.15
64402.4,2164887.81,1156.15
2248.96,2229.52,10509.55
2248.96,2229.52,1873.11
2248.96,220465.38,28675.28
1639513.26,1485510.92,1156.15
2248.96,2229.52,8590.34
2248.96,2229.52,1156.15
2248.96,2229.52,48893.7
8145408.89,23093372.74,45674.02
775546.42,656012.54,24703.74
370964.76,2229.52,15307.68
2248.96,2229.52,22984.4
3396812.36,1142490.78,54302.72
2248.96,2229.52,30661.23
798617.11,1522214.04,37873.41
2425297.09,13557508.35,16921.86
2248.96,2229.52,13388.36
646912.89,1103152.92,1156.15
2248.96,157029.8,3745
254874.8,2229.52,12428.84
