EYFP_MEFL,mKate_MEFL,EBFP2_MEFL
482419.98,2217341.59,17509.29
2248.96,2229.52,1156.15
716787.15,1134852.63,1156.15
456745.91,1457060.39,1156.15
1435044.36,9199757.99,471186.27
3383905.9,5861554.46,44223.87
2248.96,80790.8,1156.15
1010672.97,1897051.69,1156.15
119630.54,1254022.4,12046.12
920342.55,1238341.21,21646.94
896679.2,1878028.5,18572.6
28923.07,665344.88,1156.15
2680.32,2229.52,4751.93
30704.94,2229.52,1156.15
401353.04,2395412.67,1156.15
73571.76,201251.46,46913.6
2248.96,1099578.5,1156.15
3304527.95,11360282.42,1156.15
2248.96,2366.33,14347.9
2248.96,235409.31,1156.15
543957.67,1607353.27,1156.15
8687.51,2229.52,1156.15
2248.96,2229.52,1156.15
2248.96,2229.52,1156.15
14497.78,36298.85,1156.15
58722.75,2229.52,7630.75
78439.74,55296.3,1156.15
66476.03,40237.87,58478.05
17437.55,222684.2,1156.15
290722.27,3541321.28,16145
744871.85,23922742.54,34864.89
100708.89,8587.67,22022.82
24384.86,57469.29,1156.15
114491.94,51020.5,1858.2
3037083.72,6636304.1,233988.37
2248.96,21420.72,16261.28
118523.97,42421.56,30648.9
248816.68,10571.52,18183.81
24700.19,2229.52,1156.15
2248.96,2229.52,1156.15
110757.46,2229.52,17226.81
1941066.14,9321922.18,13418.5
45834.34,156995.81,1156.15
4684.34,2229.52,1156.15
1129102.23,4292392.97,12077.01
1023495.78,1401334.39,19677.91
60284.92,78565.27,12405.41
88737.68,4452.65,1156.15
26628.13,15106.03,1156.15
2248.96,385791.69,1156.15
70433.2,46526.67,72870.16
7484356.25,6340028.01,108370.99
2248.96,2229.52,23944
2248.96,46723.01,43122.42
189676.92,203410.93,9488.44
2248.96,2229.52,1156.15
2248.96,2229.52,1156.15
33662.71,184511.15,8534.61
24058.59,114656.96,1156.15
10543.51,25640.07,18179.2
879719.72,2397044.35,1156.15
28605.55,19340.11,1156.15
56349.8,68027.05,1156.15
38711.28,2229.52,1156.15
2248.96,301069.22,1156.15
2248.96,4540.59,1156.15
159469.94,235200.11,12357.53
2248.96,17106.93,34495.05
1136546.92,11404700.99,31973.93
204065.77,1181657.07,74442.4
54509.26,33936.76,48883.95
12683.86,2376.14,9549.89
2248.96,38429.57,1156.15
58329.22,65691.36,51753.05
13189.37,1313317.38,39856.47
196118.71,472208.6,53548
11886.31,142168.21,9507.16
1383979.39,1709957.79,77159.73
95016.81,1357815.46,15852.8
334565.63,1467628.69,35011.29
471041.4,2229.52,19146.13
2248.96,2422.53,1156.15
198186.89,114419.67,15273.26
2248.96,76554.69,1156.15
54493.22,42612.34,1156.15
45544.32,207829.3,1156.15
56325.63,72263.17,1156.15
2248.96,2229.52,1156.15
182268.37,99669.8,1156.15
2248.96,2229.52,1156.15
2248.96,2229.52,1156.15
2059338.46,14199584.13,32079.25
42757.27,345505.33,1156.15
2248.96,2229.52,1156.15
13738.77,1571857.89,7150.95
32524.12,34162.48,1156.15
8601.78,17242.4,1156.15
2487203.4,4814222.59,1156.15
113815.72,169635,1156.15
24481.53,40524.8,1156.15
74219.05,93425.48,1156.15
46556.7,27701.07,22976.58
52209.32,91302.21,7603.5
72398.72,61656.59,1156.15
428139.77,9628524.19,1156.15
380744,743286.61,17000.24
817499.1,673015.47,1156.15
2248.96,163395.21,1156.15
249429.29,3062752.66,1156.15
3934958.29,15932510.93,1156.15
22359.11,61707.45,1156.15
763181.72,1422860.22,1156.15
2670.59,2229.52,19145.98
8661.06,2229.52,40257.27
2248.96,2229.52,1156.15
16426.86,49005.19,1156.15
4162525.58,18837949.89,64247.58
2682.76,2229.52,1156.15
454148.79,1908061.5,34876.67
2248.96,2229.52,39297.66
5182759.8,2807808.23,1156.15
2248.96,2229.52,1873.11
10687.96,2413.93,1156.15
1942218.35,2229.52,1156.15
58727.13,2229.52,1156.15
976269.29,1259485.3,16842.46
4866341.56,3886078.89,32352.86
64564.48,27641.89,32572.63
24501.33,387884.87,1156.15
2248.96,2229.52,17226.78
2248.96,207874.51,1156.15
2248.96,118915.92,1156.15
12688.9,2229.52,3792.33
1562706.24,12134917.18,49983.18
789049.81,393332.1,31501.25
78249.87,434248.51,43003.97
2248.96,12944.38,17223.48
35094.07,1681762.1,57016.7
2248.96,59610.19,1156.15
734025.17,916554.4,29422.11
2248.96,50979.57,38323.11
22292.51,67870.57,45994.76
2257765.4,2221739.82,53013.23
2248.96,42552.28,27770.06
1343321.7,2881606.54,1156.15
751682.98,6872148.52,605282.51
764424.29,3310041.01,1156.15
4581085.53,1965412.58,6071.06
2248.96,8776.71,1156.15
37236.96,2363955.84,13626.06
2248.96,2229.52,1156.15
5685451.67,15034796.47,1156.15
63066.47,995725.84,1156.15
2248.96,1158766.74,28388.48
47431.56,927907.96,14065
20697.02,2229.52,1156.15
54517.39,38376.22,1156.15
628892.42,7419194.37,1156.15
793230.68,365922.98,1156.15
951436.12,702531.99,1156.15
79774.62,2277128.62,1156.15
1199460.08,30858.25,1156.15
2248.96,2229.52,6671.13
2839.61,675946.32,4545.99
2248.96,32075.39,1156.15
2248.96,2229.52,1156.15
3651700.2,8381450.37,116383.44
14683.34,2229.52,14347.97
3925762.6,4914426.9,1156.15
2248.96,17248.96,1156.15
38630.41,12854.17,29698.34
6713964.67,17189865.23,10053.98
2248.96,2229.52,1156.15
3659948.03,1686754.06,9035.04
2248.96,27839.27,1156.15
2248.96,23603.14,1156.15
2248.96,10894.77,1156.15
2248.96,173985.52,1156.15
100494.37,44537.5,35446.27
90722.14,2229.52,46014.92
54328.5,70099.12,12408
78391.4,63768.54,1156.15
2560.77,23602.69,1156.15
450111.23,162895.08,11420.03
4667.63,2229.52,25863.21
2248.96,2229.52,4751.93
2309836.42,17656018.63,23345.94
101852.69,1561075.88,31144.32
18193.17,89210.57,9523.35
1952254.49,25555064.15,406691.76
50719.65,2373.24,1156.15
80598.41,27759.46,1156.15
12690.68,2229.52,1156.15
979189.1,48026.55,1156.15
42714.45,2229.52,1156.15
30704.94,2229.52,1156.15
41909.43,142133.6,10466.77
2248.96,2229.52,3792.32
3515259.67,1788603.35,1156.15
1051222,52189.43,1156.15
60940.71,315834.14,1156.15
2248.96,2229.52,1156.15
1132353.98,2320534.83,1164.5
2248.96,2229.52,1156.15
847617.37,4515111.08,3372.51
2248.96,1057165.16,13065.89
2358984.31,9391303.28,34508.55
478148.48,5421958.86,15570.16
2248.96,2229.52,1156.15
171754.93,182068.78,51717.47
62703.85,2229.52,40257.29
433340.59,997423.6,11164.95
143437.63,239481.12,5639
2248.96,2229.52,1156.15
347786.95,908596.44,1156.15
75785.61,169673.66,1156.15
554843.35,1804320.89,1156.15
4237.95,78605.89,16243.81
22181.01,91304.12,14320.72
34679.07,2229.52,44095.69
33820.46,508604.24,1156.15
2248.96,72318.56,1156.15
5335573.71,1625500.2,66629.92
2248.96,6635.16,6669.78
2248.96,23600.09,1866.58
2248.96,53105.81,36403.25
49639.93,186465.8,43079.71
2248.96,127388.16,1156.15
2248.96,2229.52,1156.15
2248.96,40547.64,1156.15
12690.68,2229.52,1156.15
2248.96,44694.87,22011.79
2248.96,19367.02,1156.15
2248.96,17245.9,1868.52
1746075.25,8749638.48,156574.21
10893240.52,4562062.45,9115.78
1343663,1767447.79,15727.59
250535.39,413071.73,1156.15
2248.96,690789.52,1662.65
41839.67,150470.98,42131.11
50200.03,93449.89,1156.15
456100.4,162790.88,34450.52
60456.45,1097216.04,42801.33
5323381.52,25871041.37,8360.1
2248.96,2229.52,1156.15
54627.36,17127.15,17222.2
3954537.83,13200130.65,15111.89
2248.96,2229.52,1156.15
315047.61,2086265.15,1156.15
2248.96,2229.52,1156.15
2248.96,419599.95,19977.99
18670.13,6641.92,1156.15
390607.76,4627783.4,14853.31
2248.96,2229.52,1156.15
2248.96,277759.32,3708.1
40549.3,1783615.14,11884.24
8407.05,48928.52,21050.89
433261.83,656274.62,44855.31
902460.26,162378.04,24854.62
487632.24,4814137.18,1156.15
474806.5,1446362.88,21583.35
681464.29,2763608.08,14463.51
16435.86,46867.72,5697.88
66261.05,84961.37,1156.15
78427.65,57414.36,1156.15
4969391,53179196.67,49912.44
82319.38,74261.81,22962.35
206689.72,25383.46,31613.72
34540.46,1075959.69,66797.89
4021743.39,11594580.66,15602.65
78535.02,36148.94,21054.8
2248.96,2229.52,1156.15
1543222.07,3277478.63,1156.15
414426.98,1156340.47,1156.15
2248.96,2229.52,1156.15
2248.96,2229.52,1156.15
4544.35,23487.24,27775.88
2296244.92,3552036.13,5586.09
671977.86,2323123.79,1156.15
20697.02,2229.52,1156.15
2248.96,34193.45,1156.15
6232717.37,15940765.55,1156.15
1524954.52,17703447.11,15654.62
584857.16,6713795.13,30528.94
2732867.57,2801819.06,1976.99
56614.51,21422.55,2826.85
32706.53,2229.52,1156.15
6126.63,95446.17,40228.72
36690.14,4465.7,10508.85
42481.18,36026.16,58479.33
2248.96,262944.11,1156.15
2248.96,34193.45,1156.15
83209.48,271317.17,4669.67
793752.35,71448229.67,342764.74
157809.96,527540.62,1156.15
2248.96,42665.7,1156.15
2248.96,260826.06,1156.15
94532.37,38230.29,25852.17
3976906.32,4719466.56,10986.87
1318068.88,291257.76,1156.15
22419.53,51117.15,1156.15
2248.96,2229.52,8590.34
55873.89,148408.15,25818.49
28533.04,32048.48,1156.15
2248.96,49019.88,1156.15
102108.31,116695.67,1156.15
302385.54,2200652.66,1156.15
2113381.37,2272846.47,23249.93
84545.62,36179.62,12418.36
233457.63,1300520.05,8193.49
1085374.9,28812.24,11461.01
2669.53,4540.13,1156.15
142170.73,105877.69,45023.55
72108.71,112490.06,1156.15
674849.09,4616626.25,80109.69
61124.48,281884.89,15222.07
56655.24,716149.85,1156.15
26664.38,8751.84,1156.15
22698.6,2229.52,1156.15
2248.96,754290.04,11239.26
26478.74,40495.19,7619.03
38492.63,40510.56,1156.15
52129.11,106156.23,1156.15
32403.28,55343.1,1156.15
323258.95,1344805.64,32170.02
1873005.55,1957598.55,1156.15
6753241.95,7851405.62,1156.15
2248.96,2192498.29,1156.15
51452.64,569810.47,47760.55
2248.96,2229.52,12428.76
18694.3,2229.52,2832.72
2248.96,74245.55,45992.82
2248.96,2229.52,1156.15
2248.96,2229.52,1156.15
131295.29,963845.9,10215.61
2248.96,2229.52,1156.15
2248.96,2229.52,1156.15
37010763.87,28234029.01,81527.24
7571246.54,943501.46,27494.67
1522467.16,4105547.6,25568.56
2248.96,38250.76,43125.01
1067864.5,5899899.49,48050.56
5447234.27,25557238.45,56436.15
310921.59,349318.64,36312.71
88677.26,15042.95,1156.15
20697.02,2229.52,1156.15
2248.96,29909.31,12420.28
2248.96,2229.52,1156.15
55556.7,205653.04,12366.56
2248.96,165512.83,1156.15
4153255.9,7841339.73,1156.15
2248.96,76554.69,1156.15
2673.34,2369.97,13388.3
2248.96,76335,52709.4
5774152.79,13865327.61,47535.06
1228712.74,1920128.63,1156.15
45254.3,258662.77,1156.15
50647.71,12891.01,18183.1
1217246.34,9532022.52,89162.88
12678.02,2339.36,18186.32
30703.16,2229.52,3792.33
2248.96,2229.52,1156.15
1660501.26,10770426.47,136764.48
2248.96,199402.26,1156.15
74734.13,2229.52,9549.97
2587117.44,27642295.88,30849.16
2248.96,2229.52,1156.15
2248.96,159159.08,1156.15
2200894.16,2723999.06,1156.15
2666.04,2229.52,25863.21
581332.26,310788.05,67031.77
1996863.05,588956.26,61189.13
662259.83,6126996,35506.32
1155564.06,357071.23,3683.86
1097706.7,4533919.42,3366.77
28701.58,2229.52,3792.33
2248.96,2229.52,1156.15
2248.96,2229.52,1156.15
66430.14,53113.82,19130.4
40637.34,8497.48,57528.15
42150.61,95380.93,46945.96
3513463.98,7013793.01,8366.38
51143.64,624912.74,40066.88
407073.19,1041973.24,1156.15
2248.96,2229.52,1156.15
22681.89,2229.52,25863.22
2248.96,2229.52,3792.32
1575069.86,22580528.36,186892.36
30698.62,2229.52,10509.56
28698.33,2229.52,8590.35
2248.96,2162842.97,1156.15
2248.96,250235.75,1156.15
571308.59,321669.53,1156.15
320197.72,2937715.7,1156.15
73770.95,167399.26,38287.52
2248.96,565787.05,10337.28
25734468.84,1482199.27,1156.15
3393367.29,2229.52,1156.52
1141995.6,979742.5,15008.76
616247.55,11386192.38,26221.97
16399.36,51026.18,23929.06
10264405.09,14797156.6,1156.15
20682.9,2229.52,22024.8
2248.96,2229.52,1156.15
4050549.76,4793571.46,1156.15
2248.96,2229.52,1156.15
2248.96,2229.52,1156.15
540088.48,531388.16,1156.15
2248.96,2229.52,1156.15
20692.64,2229.52,7630.74
426515.08,11316611,1156.15
58727.13,2229.52,1156.15
2248.96,2229.52,2832.72
293187.25,2058752.79,1156.15
156804.77,2229.52,1156.15
278967.07,338826.28,20962.28
831820.2,2020011.84,16610
810100.18,215517.18,2767.52
2248.96,15130.9,1156.15
42088.1,110346.34,14314.9
300311.42,455244.16,33401.53
28233.45,82821.68,15282.91
171335.08,260608.73,11390.16
731559.5,1001400.49,1156.15
203520.13,584681.51,1156.15
1777357.34,3630743.13,49703.75
2248.96,267180.24,1156.15
28703.36,2229.52,1156.15
8119721.31,4793508.6,37833.11
32267.28,78622.37,5688.17
3361392.96,11565618.99,10813.49
68726.13,2229.52,14347.99
34708.12,2229.52,1156.15
2682.76,2229.52,1156.15
84747.73,2229.52,1156.15
766137.98,1255531.2,1156.15
78368.19,63622.43,35440.44
1247505.89,1079146.77,23614.8
975234.27,39558.38,1156.15
2248.96,2229.52,1156.15
24638.63,12990,1156.15
213411.6,254255.74,1156.15
42092.64,110374.95,7597.67
111515.37,923662.94,1156.15
608852.57,2160066.56,7930.77
100472.8,48789.97,31606.56
91938.27,144208.98,8546.93
294829.45,713623.09,40039.77
17932652.95,9140357.8,37464.06
618812.13,4974935.63,8989.58
24031.26,468302.78,17084.29
86741.69,2229.52,12428.78
956767.15,467338.31,20923
128757.29,6530.02,1156.15
361795.35,6864227.49,71745.87
2248.96,1008478.34,6363.55
26420.92,51101.85,3777.38
8249.96,76463.32,21042.47
82563.66,31916.92,19136.88
234892.95,699024.26,1156.15
46470.17,42515.24,25850.86
580559.89,99114.72,36389.19
16156.63,447198.75,1156.15
2248.96,38267.11,39286.6
78439.74,55296.3,1156.15
56589.69,25654.58,3785.16
1366815.79,2269377.5,21331.79
615174.11,698512.02,30448.36
3081804.73,8470030.98,4318455.95
90545.92,38339.6,1156.15
6581336.08,2899580.61,1156.15
66714.16,2229.52,29701.65
10594264.55,6447470.18,1156.15
3579490.84,54698356.52,259601.06
482903.74,29461.43,2824.39
2248.96,2229.52,1156.15
2248.96,32060.07,4742.8
2450987.37,11162053.82,1156.15
15591.36,896194.12,8317.08
2248.96,99838.05,4722.08
756181.47,4051302.31,15029.51
2248.96,2229.52,14347.96
1107792.62,1363204.46,1156.15
1099543.2,3159295.2,5706.14
461690.09,1988502.87,43488.5
413401.11,4142791.19,1156.15
2248.96,2229.52,1156.15
14171.51,93486.51,1156.15
18695.44,2229.52,1156.15
2248.96,44760.27,6658.12
2057717.47,7822289.32,1156.15
62379.28,61594.22,18168.21
2248.96,2229.52,1156.15
4375240.53,8209087.6,131789.76
314720.31,38092.32,5700.56
18695.44,2229.52,1156.15
34596.1,368674.2,33427.99
1095038.55,5002026.27,1156.15
64634.07,19303.49,1156.15
1647201.07,1892168.52,1156.15
473383.62,645830.6,1156.15
2248.96,2229.52,12428.76
2669.53,4540.13,1156.15
76216.66,91204.23,24876.38
46339.84,65830.27,22005.33
78414.83,57333.64,20088.72
86684.82,8520.17,41214.9
485158.04,1037650.63,2516.23
2248.96,131624.29,1156.15
230205.35,468161.67,1156.15
9240524.26,6916935.59,1156.15
6562801.4,15620601.07,1156.15
58700.03,2229.52,41216.89
1014205.94,926981.45,1156.15
2248.96,2229.52,1156.15
2248.96,661139.67,1156.15
571030.65,370384.96,1156.15
2508938.33,1355426.13,1156.15
2664.1,2229.52,28742.02
2248.96,2229.52,25863.21
6656.23,2229.52,45055.29
2248.96,2229.52,22024.79
220315.82,90963.73,46947.31
1401777.44,3862203.94,1156.15
570017.07,7213803.64,1156.15
18310.76,68009.52,14327.84
16677.14,2229.52,25863.21
2936197.02,2244520.47,12702.97
307111.46,319820.04,1156.15
10460.87,40478.77,15295.86
10445111.44,3816805.36,46768.07
2248.96,68082.44,1156.15
729962.9,2333652.04,1160.49
148648.56,27666.79,6663.35
2248.96,150544.82,34454.26
179963.65,1205293.88,1156.15
2248.96,2229.52,23944
1844786.2,5841799.47,76856.39
88428.08,3567012.02,1156.15
2248.96,110443.67,1156.15
22685.38,4519.79,1156.15
713451.34,10490280.07,1156.15
5933984.18,18113505.59,155631.26
16571.87,23588.45,1156.15
256011.43,152461.25,21019.24
62290.15,76392.04,24880.9
726612.99,1513843.68,31158.75
1327018.33,123850.21,18149.18
2248.96,2229.52,1156.15
2248.96,78672.75,1156.15
2131294.62,7526801.49,234675.78
1275068.87,460745.42,1156.15
2248.96,34193.45,1156.15
32217.39,84890.72,25837.91
2248.96,442949.27,7496.02
501295.51,311037.01,27687.99
4361264.8,6459981.45,41162.15
1239123.7,795377.58,14105.51
1660831.32,8273837.49,1156.15
2248.96,2229.52,1156.15
23706166.19,28970143.42,2614.82
2819645.47,4428282.37,27389.12
23989,122995.35,32543.48
43824,508566.48,7475.96
68589.86,23389.44,35452.74
4683512.48,2255481.29,5982.4
32512.04,36280.54,1156.15
74095.52,112395.05,22950.69
552165.66,5428204.74,23245.07
1629632.24,3565344.24,23814.47
16636.1,10827.97,13385.71
24481.53,40524.8,1156.15
57178.39,264695.14,73763.08
72466.85,48920.64,7616.46
58290.47,78612.27,1849.76
2845023.39,5245941.06,1156.15
69174.78,625000.69,15117.19
2301268.83,1268797.17,1156.15
2248.96,55371.01,1856.87
11840.32,148461.08,23899.27
8476.96,36203.8,24893.19
164700.1,1071795.7,18819.03
50236.29,87095.71,1156.15
3035077.41,9121778.3,1156.15
8577.61,21478.52,1156.15
2248.96,12940.29,18183.08
786125.93,5461655.3,70255.37
22698.6,2229.52,1156.15
70488.93,40295.11,44083.99
885536.29,3129819.33,15311.17
1315120.94,1506928.17,22524.44
88749.77,2229.52,2832.75
60594.65,25661.75,1156.15
3189499.97,6607293.53,46874.74
683646.68,628672.47,1156.15
2248.96,305305.33,1156.15
2248.96,61728.25,1156.15
2248.96,462041.9,1156.15
2248.96,2229.52,1156.15
2050125.73,16169529.67,1156.15
16693.85,2229.52,1156.15
30984.81,300933.01,25771.87
23176.45,269275.46,1156.15
2407380.54,9329880.15,23012.09
78441.35,50918.15,34484.72
72391.1,61608.57,12410.59
51382.41,235297.71,15236.31
791302.59,348834.43,35353.26
56724.4,2367.14,1156.15
2248.96,2229.52,1156.15
122765.83,2231.54,17226.75
34414.92,51016.05,22009.85
2248.96,2229.52,1156.15
1218495.02,2307741.86,1156.15
2248.96,493797.51,4601.67
2193118.67,5490179.39,1156.15
379418.57,1325727.02,22579.83
2859631.18,927073.46,36136.12
2248.96,8776.71,1156.15
3304745.12,3603985.73,1156.15
28251.38,80740.41,6647.13
21851.58,150666.04,1156.15
84747.73,2229.52,1156.15
72096.62,114608.13,1156.15
25626.36,188718.63,17169.75
64247.69,82695.14,36394.21
126506.14,46649.55,30647.61
1873477.67,119075,14312.23
2248.96,650509.07,10311.38
53634.21,1245665.2,1156.15
2248.96,2229.52,1156.15
2671.89,2229.52,17226.78
685022.73,9142690.52,124787.18
64174.94,93207.79,54623.44
1237263.93,772137.1,1156.15
8683.13,2229.52,7630.74
52133.72,99602.8,47904.27
86489.77,44592.61,25850.23
16693.85,2229.52,1156.15
2248.96,847529.12,1156.15
3329583.83,4158779.87,25552.29
423544.63,256026.33,32502.82
99703.58,538189.93,1156.15
505924.37,550306.5,42968.5
1296274.41,38132011.62,68905.79
2376726.94,4882097.47,3260.34
1751591.57,3239060.99,19116.19
79875.88,152664.82,15261.57
364535.59,423359.08,44926.51
2248.96,146450.72,1156.15
993118.26,24966704.05,30707.38
16480.3,38370.95,11458.09
2248.96,6658.65,1156.15
143305.01,1304488.11,92637.31
25902.04,1194860.23,1156.15
1488394.05,7274293.67,1156.15
26640.21,12987.97,1156.15
16221.43,85012.23,1156.15
2248.96,44783.76,1156.15
317779.62,554912.67,1156.15
30401.7,55345.13,1156.15
44230.15,84898.95,21039.89
376340.85,1514232.43,23481.81
636261.59,5423916.08,15569.56
566741.81,69626.29,1156.15
23775438.1,46642878.75,44233.51
20682.9,2229.52,22024.8
1387440.21,23555483.75,78159.26
79135.42,5195801.3,1156.15
5523232.02,12944390.6,10392.05
26591.88,21460.21,1156.15
2248.96,2229.52,1156.15
1370330.89,954154.11,1156.15
2248.96,2229.52,1156.15
2248.96,2229.52,1156.15
73566.51,207800.81,1156.15
378980.7,2229.52,1156.15
2248.96,2229.52,1156.15
3068673.45,1477655.95,11977.76
16693.85,2229.52,1156.15
567362.07,12239937.82,1156.15
11130.69,275641.85,1156.15
42714.45,2229.52,1156.15
68697.66,8709.12,1156.15
60253.86,84952.15,4726.63
116090.86,472513.75,1156.15
22692.93,2229.52,9549.95
227250.99,633308.16,16074.26
1481786.18,5971521.15,41311.45
12649.3,6546.87,24902.25
207266.45,1323608.15,63843.39
35728.11,169551.89,39246.47
242286.27,3606883.04,50670.65
8685.73,2229.52,3792.32
736053.79,209087.05,38274.78
2248.96,2229.52,26822.81
475456.8,279296.63,26738.09
1633830.42,727247.85,2611.11
2248.96,68082.44,1156.15
2248.96,2229.52,1156.15
14292.35,72305.9,1156.15
2248.96,65964.38,1156.15
1813716.95,5331667.4,9840.14
12459.94,42655.07,1156.15
18476.78,40530.91,1156.15
3247.87,603915.83,8406.42
958535.66,861375.42,1610.5
2248.96,131568.1,14308.41
1715365.76,26427468.96,19705.26
2506.11,32035.09,10500.42
2587826.87,1209156.62,11100.23
110559.47,33916.58,40247.53
2248.96,21437.06,12422.87
83248.16,264978.29,1156.15
2248.96,2229.52,14347.96
2014268.37,2229.52,11469.78
90303.75,80697.77,1849.13
42556.22,29916.18,1156.15
2248.96,2229.52,1156.15
1983232.2,19825351.39,1156.15
154451.61,63691.23,1156.15
6551.12,23517.9,20099.05
4259219.09,2599028.32,7796.59
1141588.19,1403401.79,3364.03
