EYFP_MEFL,mKate_MEFL,EBFP2_MEFL,FSC_Eum
68674.75,2819360.71,1156.15,8.59
2248.96,2229.52,1156.15,8.67
622514.94,1520433.37,1156.15,9.31
472804.86,3553913.12,1156.15,8.87
8005.94,1171486.86,22626.97,9.86
2248.96,61728.25,1156.15,6.65
2248.96,36311.51,1156.15,7.90
8311.76,68075.88,1156.15,9.39
5525779.21,3728811.05,1156.15,9.59
2248.96,2229.52,1873.11,8.74
2248.96,4480.31,15306.86,8.85
793468.15,1725641.98,16699.98,7.51
28701.58,2229.52,3792.33,8.94
2719908.48,1912124.75,31996.62,8.73
2248.96,2229.52,1156.15,8.56
2248.96,383673.63,1156.15,8.92
32665.15,6526.52,24902.26,9.71
260886.04,2229.52,1156.15,9.05
2248.96,2229.52,1156.15,11.08
2248.96,2229.52,1156.15,11.09
2248.96,2229.52,1156.15,6.93
2248.96,110443.67,1156.15,7.32
64206.90,89020.72,43109.49,9.54
290082.68,1550424.08,1156.15,8.34
2248.96,2229.52,1156.15,9.14
10466.06,40511.46,7619.03,9.26
2248.96,29957.33,1156.15,8.36
2248.96,17229.55,5706.94,9.33
24384.86,57469.29,1156.15,7.80
20766139.61,39649372.91,1192136.61,9.80
2248.96,161277.15,1156.15,8.29
2248.96,2229.52,1156.15,10.11
2248.96,116797.86,1156.15,6.36
2248.96,2229.52,1156.15,10.68
5911040.66,11626515.65,23269.70,8.61
2248.96,65944.97,5692.05,8.70
304280.45,114372.12,1156.15,7.76
2248.96,504363.29,10356.05,6.72
2248.96,29946.10,3783.84,9.22
2248.96,6658.65,1156.15,9.44
411965.21,181951.34,21969.83,10.20
2248.96,2229.52,1156.15,8.92
10688.61,2229.52,1873.12,7.18
2248.96,2229.52,8590.34,6.47
42713.32,2229.52,2832.73,8.01
670678.19,1147607.82,1156.15,8.13
2248.96,275652.47,1156.15,10.56
680324.63,158468.90,1156.15,9.55
73092.14,290385.80,5623.44,9.84
107863.42,506236.14,42022.36,10.59
24603.59,17157.67,17222.19,6.24
1063244.87,1443397.43,80120.02,8.47
50719.01,2229.52,3792.34,7.21
517719.28,241202.36,9476.89,8.51
2248.96,2229.52,34499.64,10.57
213327.01,269082.17,1156.15,9.33
1233722.52,6304485.69,1156.15,9.34
2248.96,2229.52,1156.15,6.81
2248.96,2229.52,1156.15,8.91
2248.96,2229.52,1156.15,8.08
2248.96,212110.62,1156.15,8.66
2248.96,34125.00,17217.00,8.53
15881.44,139919.38,39255.53,8.10
20127.93,101952.65,1156.15,9.72
6293.23,421789.11,1744.87,8.08
2248.96,2229.52,1156.15,8.32
48032.98,114351.55,67091.82,9.12
868203.73,19849703.05,14038.99,7.84
7244522.16,4520765.31,132917.13,10.59
2248.96,2229.52,11469.15,8.62
2248.96,2229.52,1156.15,8.63
42904.79,317910.27,15211.06,7.91
769149.99,24905.75,9543.00,9.91
4297.47,65815.78,35439.77,9.01
118753.41,2229.52,32580.47,9.12
8687.51,2229.52,1156.15,8.95
2248.96,267180.24,1156.15,6.94
4670.87,2229.52,21065.19,9.84
42714.45,2229.52,1156.15,9.62
56434.39,53200.62,1156.15,8.16
2344124.01,7078196.07,85114.90,9.30
2248.96,2229.52,1156.15,8.82
5339325.69,8693688.83,3054.89,9.47
2115064.10,1626831.51,25366.60,9.04
139576.40,565672.79,3620.09,8.88
1290663.62,45716630.99,592449.71,8.67
2985030.63,2104667.27,15624.52,8.65
219967.92,857845.11,12167.21,9.28
22934.77,311636.69,1156.15,9.21
16268.38,74337.12,21043.12,8.50
38398.25,1811199.94,1156.15,9.16
586201.77,167036.78,1156.15,8.66
6671.66,1057206.64,1156.15,7.95
68934.97,317944.10,1156.15,7.86
898372.14,531023.97,1156.15,7.96
46535.22,34148.24,1156.15,8.25
154333.95,26331605.50,521606.72,9.36
128087.50,2228345.15,5031.09,8.92
1044794.61,1866895.26,110697.85,7.06
20580.79,21426.47,10503.67,8.77
29401.75,2334323.27,10756.31,7.40
289962.89,518934.12,1156.15,8.30
52717.34,2229.52,8590.36,8.57
382686.38,52829.14,10494.07,9.20
2248.96,63846.31,1156.15,7.07
2248.96,99752.21,24873.76,9.12
26298.13,72270.20,6649.72,8.90
16693.85,2229.52,1156.15,8.72
36071.10,811328.68,37131.10,9.19
10689.10,2229.52,1156.15,8.22
348781.00,732741.11,14124.66,8.99
2248.96,10883.54,3789.67,8.50
2248.96,349752.98,8484.11,9.72
2248.96,80787.29,1849.10,8.06
2248.96,40547.64,1156.15,10.43
4451624.92,12707558.43,174556.49,9.77
70323.50,74359.85,2810.67,7.50
48404.84,53062.64,35443.67,7.26
2248.96,2229.52,2832.72,7.62
263803.94,1946525.95,1156.15,8.46
64730.10,2229.52,3792.34,7.79
612877.26,1806379.84,1156.15,8.09
284594.22,758279.14,1156.15,7.38
46656.06,12967.62,1156.15,8.91
31282.79,601773.41,7447.47,8.36
736886.54,3922018.55,39059.09,8.22
80463.45,48851.19,22010.52,8.02
78608.91,25643.44,1156.15,8.37
900352.85,1236332.36,1156.15,8.23
54480.00,44723.26,2819.73,8.91
27118.16,1332532.21,1156.15,8.78
40131.69,104050.37,1156.15,7.76
63171.50,2027122.86,22365.44,8.53
122117.58,114439.76,28707.68,8.83
348446.16,2196369.83,1156.15,9.52
646723.96,785445.70,1156.15,8.67
2248.96,2422.53,1156.15,9.17
2248.96,1442701.42,1432.82,9.52
11577.80,197273.58,1156.15,9.45
2248.96,74359.99,19123.91,10.53
94644.62,21383.89,2826.86,7.77
68734.57,2229.52,1873.13,9.05
62544.17,34108.47,6661.38,7.40
2248.96,27819.86,5703.70,7.59
2248.96,2229.52,1156.15,8.80
299911.04,2278860.58,38601.74,9.11
2248.96,2229.52,17226.78,9.40
2248.96,34149.52,11459.38,9.07
50448.00,7745161.86,186628.91,8.41
107617.62,203530.10,1156.15,8.79
2248.96,4540.59,1156.15,9.49
1281700.88,1403270.60,1156.15,7.97
35657.24,186658.85,1156.15,9.48
2248.96,567944.99,1156.15,10.37
2248.96,2374.51,12428.70,8.61
2248.96,2229.52,1156.15,9.45
2248.96,207874.51,1156.15,9.38
884275.26,2996252.46,46059.28,9.76
904295.49,3000648.14,3835.42,8.37
2248.96,6658.65,1156.15,9.17
2248.96,277770.55,1156.15,9.57
24694.51,2229.52,9549.95,9.01
144563.49,1095191.31,1156.15,9.14
2248.96,2229.52,1156.15,8.30
1757791.31,1796487.37,60820.04,9.73
2248.96,2229.52,12428.76,8.25
36709.70,2229.52,1156.15,10.07
2248.96,2229.52,1156.15,7.33
27856.33,150659.94,1156.15,10.03
949582.78,325513.96,2733.90,10.28
3344880.44,11986519.16,153665.61,9.88
58541.14,29725.18,42168.01,10.77
1985887.20,29837855.39,374675.40,9.03
3999507.32,6720959.41,19971.12,10.76
2248.96,48943.25,19131.68,7.25
1506074.79,3472332.79,10408.47,7.87
2248.96,2229.52,1156.15,8.56
2303281.59,5826809.79,5850.39,9.30
2248.96,2229.52,1156.15,8.05
115412.35,235101.81,45943.65,8.84
64195.06,93334.50,24875.73,9.48
2314457.12,1390863.07,180894.34,9.08
348671.11,15091575.10,371505.91,10.40
685688.89,270720.08,1156.15,9.81
52722.37,2229.52,1156.15,8.53
2248.96,2229.52,1156.15,11.00
2248.96,2229.52,1156.15,7.68
50717.71,2229.52,5711.54,9.87
2248.96,2229.52,1156.15,8.81
2072030.03,1804881.31,4200.92,8.56
18695.44,2229.52,1156.15,10.40
198270.99,451213.96,9412.70,8.10
32698.25,2229.52,13388.37,8.20
16185.74,89175.82,18159.78,9.57
2248.96,2229.52,1156.15,9.33
10296990.92,45207611.09,96490.75,10.53
683825.91,594694.63,21843.67,8.73
65233.90,264996.61,1156.15,9.67
2248.96,2229.52,30661.23,8.44
584823.86,2505071.49,69239.88,10.08
2248.96,169749.39,1156.15,8.77
10525085.34,8011512.89,295942.21,8.88
6685.93,2229.52,1156.15,8.94
2248.96,8765.48,3790.32,8.77
6680.25,2229.52,9549.95,9.56
1337735.51,3152494.59,53688.34,6.76
10689.10,2229.52,1156.15,8.62
151117.05,296656.57,6581.13,9.61
610971.63,4215692.95,241445.48,7.84
955744.72,988056.52,96572.44,7.36
2248.96,301041.64,7539.39,7.41
2248.96,2229.52,1156.15,6.61
2248.96,2229.52,1156.15,7.55
351484.68,260469.55,1156.15,9.03
96290.74,434397.77,3660.22,9.88
10689.10,2229.52,1156.15,8.30
1322896.38,1547155.00,24431.35,9.63
2769968.26,10654522.78,230840.97,8.52
5962835.57,41110841.14,246481.36,9.55
58491.41,31606.18,97824.39,10.61
110430.19,55044.06,52715.90,9.43
28682.91,2274.03,29701.57,7.23
22233.89,434484.28,1156.15,9.75
2248.96,2229.52,1156.15,8.52
2248.96,2229.52,1156.15,9.54
10331.19,63797.88,10490.72,8.05
41027.94,296756.21,9459.91,6.66
194462.67,2869927.91,32663.46,8.80
84311.56,78588.88,1156.15,10.71
2248.96,23603.14,1156.15,10.06
3246604.87,3618810.67,14202.11,9.70
11464.67,567932.32,1156.15,8.16
2075566.31,16271170.40,1156.15,8.75
2248.96,1427877.99,1156.15,7.87
14238.85,2186099.89,5044.00,9.23
2248.96,2229.52,1156.15,8.18
56546.62,379201.25,43020.80,8.34
156348.89,80585.67,12404.79,8.12
748378.70,4716344.89,22503.06,8.26
42714.45,2229.52,1156.15,8.80
36539.38,32040.35,1156.15,7.65
2571238.66,13237551.55,13181.25,7.92
1058065.84,2356465.98,36658.81,7.68
40712.87,2229.52,1156.15,9.12
170496.17,408916.96,1156.15,7.06
1764726.43,3738743.95,57347.56,9.76
2248.96,2229.52,1156.15,8.10
38711.28,2229.52,1156.15,7.83
2248.96,142211.53,1830.32,6.22
42714.45,2229.52,1156.15,9.48
258144.79,124765.01,58452.21,9.95
110205.39,97511.57,27753.26,8.66
319834.48,192651.59,18128.15,8.56
196134.46,125072.29,1156.15,8.16
58095.54,2217845.46,1156.15,8.75
96381.49,67986.36,1156.15,9.16
2248.96,46901.82,1156.15,9.28
2248.96,222700.93,1156.15,8.76
10687.96,2413.93,1156.15,9.19
1020763.19,128470.17,1156.15,10.04
281234.84,1347100.30,1156.15,10.63
2248.96,15082.88,12424.81,9.31
647739.98,603146.25,35275.53,9.63
44019.52,120873.30,28705.72,6.89
44704.52,2229.52,18186.39,8.32
262776.14,1774933.29,8048.49,8.33
2248.96,2229.52,1156.15,9.20
789464.20,4169453.99,114792.07,7.36
70602.48,23456.88,19139.47,8.79
2248.96,42665.70,1156.15,6.10
2732404.27,2840590.91,347422.09,9.82
232509.68,63588.39,6652.37,8.32
2248.96,2229.52,1156.15,9.76
42423.29,53214.86,1156.15,8.96
6419.50,46824.75,18172.72,7.30
2248.96,36311.51,1156.15,8.68
840687.63,1520211.60,1156.15,7.97
2248.96,934158.16,50527.99,10.10
895936.53,11118694.12,105950.75,9.43
697424.50,4514797.72,112767.30,9.21
4028019.63,2069530.23,59776.98,7.49
667493.41,302509.30,1156.15,8.96
924690.74,2581180.09,21236.48,8.84
22698.60,2229.52,1156.15,7.96
761398.60,9450147.02,26813.74,7.28
935641.21,1365478.12,5294.83,9.23
606564.56,1507677.02,15807.00,7.47
122548.46,35969.30,52721.74,9.12
2248.96,4540.59,1156.15,9.39
51979.73,483169.16,1156.15,9.96
2248.96,2229.52,1156.15,9.24
2248.96,25681.36,10502.37,8.78
12459.94,42655.07,1156.15,8.31
1695631.03,16155376.52,420120.50,9.18
1590823.98,1248319.42,5330.64,10.26
2248.96,326485.95,1156.15,7.17
2248.96,32075.39,1156.15,9.82
40844.88,324127.50,47835.64,9.35
24700.19,2229.52,1156.15,7.65
10374.50,406917.75,11345.44,9.43
2248.96,44760.27,6658.12,8.90
2248.96,2229.52,1156.15,10.06
2248.96,25721.20,1156.15,8.19
915938.24,1662044.47,1156.15,9.96
2248.96,2229.52,1156.15,8.14
2248.96,80790.80,1156.15,7.64
2248.96,2229.52,1156.15,8.93
1961300.16,8492768.30,740091.09,9.74
40712.87,2229.52,1156.15,8.68
1595513.68,2874719.14,65288.48,8.91
2248.96,2229.52,1156.15,8.11
196855.13,349584.81,1156.15,8.81
6684.79,2418.00,1156.15,9.67
452414.38,3619593.27,1156.15,9.46
2248.96,290475.85,1785.01,10.87
2248.96,2229.52,1156.15,9.22
2248.96,2229.52,1156.15,9.15
2248.96,10894.77,1156.15,9.61
202838.14,2229.52,5711.59,9.64
508977.12,722044.23,1156.15,9.40
1477205.21,801044.15,118700.46,10.64
184399.15,2871782.46,96956.27,8.69
1861629.92,2537588.74,86502.78,9.06
24501.22,29678.03,61360.08,8.55
88299.97,1128974.83,38953.21,10.77
58592.33,23465.00,20099.07,8.47
1066955.06,4619327.11,346878.40,8.10
62390.80,61666.76,1156.15,9.28
2248.96,2229.52,1156.15,6.26
368465.57,46332015.30,542362.27,9.54
1175492.33,18040.45,32575.56,9.15
2248.96,2229.52,6671.13,8.62
680073.91,550203.06,25695.68,9.01
1826502.71,8000331.26,24378.08,9.57
2248.96,2229.52,1156.15,9.19
4681.26,2229.52,5711.53,9.54
32706.53,2229.52,1156.15,10.51
2248.96,2229.52,1156.15,8.11
731259.13,2229.52,1873.34,9.06
2022202.33,2107424.75,95270.69,9.01
2248.96,686556.47,1156.15,8.13
2248.96,82908.87,1156.15,8.12
2248.96,2229.52,1156.15,8.04
469193.80,2081872.31,1156.15,9.13
2248.96,2229.52,3792.32,8.06
22511.07,27557.91,62320.33,7.86
66309.85,67715.45,71904.08,9.24
150442.66,57076.47,63270.91,8.42
2248.96,21314.45,41210.98,8.47
2630039.68,6776983.21,122631.48,10.44
5557505.63,577641.91,375942.23,8.01
2248.96,2229.52,1156.15,8.08
38105.94,108288.53,1156.15,9.56
2421862.82,1882908.91,1156.15,8.43
3260817.27,9549394.60,1156.15,7.04
989828.26,3067402.69,223564.02,8.20
62918.13,320068.25,1156.15,9.45
2248.96,163395.21,1156.15,7.49
1610118.56,12952660.30,1156.15,8.29
56582.30,23413.90,32573.92,6.89
60719.14,2229.52,15307.59,6.85
2248.96,19367.02,1156.15,6.42
2248.96,68082.44,1156.15,10.01
2831477.98,5152344.60,97218.79,7.87
593688.49,258105.29,1156.15,6.23
21773.06,510572.04,39142.23,8.84
28703.36,2229.52,1156.15,8.45
2248.96,2229.52,1156.15,7.83
2248.96,2229.52,1156.15,9.58
569766.28,590615.36,12248.89,8.99
90331.56,74290.45,14325.92,8.37
238713.39,1078017.39,32251.57,7.82
2090102.11,2844739.38,24034.73,8.04
2248.96,2229.52,1156.15,7.11
2248.96,2229.52,1156.15,9.87
2248.96,2229.52,1156.15,8.95
217011.75,319732.78,43038.98,7.29
4550.28,25718.72,1156.15,7.46
306070.84,499770.48,20913.08,8.63
108516.70,42435.82,29689.30,8.56
2248.96,27839.27,1156.15,8.83
1031168.85,1454081.61,65722.71,7.98
6450.81,394257.38,1156.15,7.97
890387.99,17015799.66,1156.15,10.41
1074356.81,1960500.85,7032.16,8.29
34610.86,17143.41,18181.80,8.16
2248.96,771278.94,1156.15,7.73
1896102.46,362599.07,20955.01,8.51
2248.96,53203.90,13372.76,9.85
40536.87,32000.52,9540.83,9.66
9615397.15,8564209.64,42438.18,10.84
2248.96,2229.52,1156.15,6.47
10375.63,55301.11,16250.93,10.46
1125425.63,26697.41,1156.15,9.50
35482.55,567900.76,2659.81,10.51
4604.77,12896.93,27779.12,7.37
34582.40,23546.64,6664.61,6.73
48643.13,15068.33,4747.99,8.09
78093.50,112358.29,30627.53,9.26
2248.96,6658.65,1156.15,8.40
38528.88,34156.37,1156.15,9.17
2833680.19,1962662.39,74203.68,6.99
2248.96,2229.52,1156.15,9.52
14328.60,65951.71,1156.15,10.67
32368.64,57319.13,34482.76,8.79
2248.96,14984.78,35455.30,8.25
28549.73,23376.99,47927.57,8.21
294332.95,103791.98,1156.15,8.05
537852.92,923229.57,1156.15,8.83
136837.03,694872.53,4540.21,8.50
1180028.88,1322570.29,75358.93,8.26
18524.38,29859.88,20097.11,7.92
20695.89,2229.52,2832.72,9.27
2248.96,74429.48,2810.65,10.25
66635.66,19301.46,1156.15,9.57
2248.96,57427.76,16250.28,8.17
18570143.97,11774611.89,25143.64,10.41
4696428.64,7006183.58,20843.54,9.57
361201.11,658519.09,32379.79,7.33
148324.39,48009382.26,1121449.51,9.03
2248.96,2229.52,1156.15,9.46
644084.40,14189210.16,319003.59,10.07
100481.33,51037.80,1156.15,10.20
16430.02,46830.93,14334.31,8.53
10106.88,1156751.45,1156.15,8.66
2248.96,2422.53,1156.15,7.21
122643.77,25598.67,1156.15,8.16
2248.96,2229.52,1156.15,9.50
2248.96,2229.52,6671.13,10.11
34545.00,25505.30,44088.51,8.47
3013314.68,17136148.43,78202.18,8.72
406795.55,3892709.72,37148.85,9.90
1873933.06,8459981.86,5045.53,9.67
2248.96,2229.52,1156.15,7.43
812856.44,780894.60,35221.20,6.92
21066.11,288340.05,1156.15,9.52
935005.56,3580925.78,12294.48,7.11
54723.96,2229.52,1156.15,10.14
24688.02,2229.52,19145.99,8.08
3485905.57,4120373.50,54352.11,9.17
24693.21,2229.52,11469.16,10.28
34439.49,44588.29,39284.67,9.91
2248.96,2229.52,1156.15,7.86
409986.80,2269900.42,126887.91,8.47
585194.86,668104.94,214701.35,10.45
2248.96,2229.52,1156.15,8.90
1673547.22,4289733.88,9199.02,7.93
439066.68,696698.71,1156.15,7.98
18113.22,1156743.32,1156.15,8.74
6425025.10,26773869.50,115559.63,9.90
227107.45,1361981.59,1156.15,9.10
3176046.80,5725459.21,717906.50,8.71
2248.96,548858.93,6504.04,10.10
2248.96,12993.43,5708.23,6.50
979911.66,270356.63,16185.19,8.94
1008305.50,1259521.20,1156.15,8.99
1078185.79,5493190.48,55851.70,10.09
50550.47,32026.10,1156.15,7.90
88267.05,785920.37,22744.83,7.51
1539709.94,3542238.38,1156.15,9.34
2680.97,2229.52,3792.32,8.54
2248.96,2229.52,8590.34,9.22
2248.96,2325.46,23943.94,9.00
2248.96,51137.95,1156.15,7.71
2248.96,72318.56,1156.15,6.85
32627.85,15068.25,8586.40,7.60
511264.49,666793.75,42932.89,8.48
530001.31,1240729.34,51393.88,8.40
4634.78,8697.59,19143.98,6.75
2021603.83,118980.64,1156.15,8.85
12653.29,8766.08,1156.15,8.76
14679.04,4527.93,1156.15,9.28
2248.96,2229.52,1156.15,8.37
1405530.00,748667.55,1156.15,9.04
2248.96,2229.52,1156.15,7.79
2248.96,25721.20,1156.15,9.47
2248.96,250235.75,1156.15,9.97
50584.04,23460.88,22977.88,8.40
64372.03,63730.68,13369.54,9.04
74268.99,80575.08,34475.65,8.68
144326.66,82711.85,13363.74,8.24
692092.45,200817.93,1156.15,8.25
54238.32,87084.50,2806.78,6.74
6588.11,19362.49,1156.15,9.55
9272655.20,12862263.82,1156.15,9.83
2248.96,2229.52,1156.15,10.59
384604.02,67657.63,9529.93,10.20
1554931.55,1225076.74,1156.15,9.41
1463435.83,2176162.67,3127.83,7.40
5867.53,144280.12,12385.32,8.23
2248.96,2229.52,1156.15,10.16
8901215.51,21061247.11,577915.00,9.35
2248.96,3963197.90,1156.15,9.13
73289.15,1304808.64,34101.45,9.81
2248.96,1357982.01,1156.15,10.31
2248.96,2229.52,1156.15,10.27
8687.51,2229.52,1156.15,8.81
1148906.03,5383209.17,2147.57,8.62
24700.19,2229.52,1156.15,8.45
3251349.01,37871959.68,1156.15,9.66
110501.34,48909.56,1156.15,10.21
1155226.41,1469058.72,1156.15,9.07
3864.82,847522.56,1156.15,9.39
2248.96,2229.52,1156.15,8.70
2248.96,2229.52,1156.15,9.77
2248.96,2354.07,17226.71,8.35
1765087.97,13024223.48,1060172.86,10.77
583004.46,374536.32,18072.56,10.02
1849313.90,847764.76,1156.15,9.06
2069244.44,2995243.15,1156.15,9.81
132684.22,19210.82,6665.93,8.41
24567.33,23511.85,17220.25,9.30
88652.10,14884.58,38334.14,8.00
1619899.08,1404682.11,85889.47,9.39
408490.60,5354320.22,1156.15,10.20
2248.96,21485.08,1156.15,10.84
9576.22,197275.61,1156.15,9.82
1569324.68,11314849.46,138517.28,9.80
1136580.49,878141.91,1156.15,8.15
2248.96,550981.11,5543.79,9.70
484513.30,2554181.84,1156.15,8.04
2964602.32,12000214.28,12599.85,10.34
351168.41,2420880.33,1156.15,8.85
43999.50,127329.67,4713.68,8.97
506726.59,8133101.53,1156.15,7.82
997006.31,81873.73,6646.78,9.30
180327.20,89081.53,1156.15,8.33
58653.48,15073.47,1156.15,10.09
589039.96,13160999.10,1551447.62,9.40
1957269.03,1919258.28,31034.83,8.58
2102236.38,16128225.50,233006.28,10.18
34708.12,2229.52,1156.15,10.04
1216256.20,1998509.04,1156.15,8.60
1099069.99,787103.90,1156.15,9.49
2137094.93,925840.05,1156.15,11.01
352407.53,97330.78,12399.67,9.20
75287.44,4111193.47,39960.87,8.97
6672.70,4536.06,1156.15,8.64
604820.26,61115.39,1156.15,10.26
22696.82,2229.52,3792.33,8.21
2248.96,2229.52,1156.15,10.40
5111897.78,20139878.56,1156.15,9.29
2248.96,1201238.92,1156.15,7.73
2248.96,40528.23,5699.82,8.83
2292573.84,1389534.87,1156.15,10.48
2248.96,269298.29,1156.15,7.96
2248.96,2229.52,12428.76,9.33
2248.96,2229.52,1156.15,7.79
58722.10,2229.52,8590.36,8.31
156518.51,24128665.21,1058697.93,7.96
709666.71,6241457.49,3804.44,8.71
42483.71,42624.55,1156.15,10.41
18053.84,114663.06,1156.15,7.15
1117778.38,1015818.91,4442.11,7.92
24662.80,8753.88,1156.15,10.10
2478361.74,44218.04,40244.38,9.07
2248.96,2229.52,1156.15,8.18
2248.96,2268748.54,1156.15,8.66
2248.96,8776.71,1156.15,9.97
1278315.14,242583.03,1156.15,8.84
672743.24,433787.29,9418.02,7.45
74549.13,34067.65,13378.61,9.11
24588.51,21451.02,3786.44,9.97
4734.87,695022.13,1156.15,8.96
1080040.88,5522984.48,22256.50,9.55
2248.96,32047.81,7621.61,8.24
2248.96,2229.52,26822.81,7.80
867109.11,43807.30,23931.26,8.52
1392502.27,4084608.56,1156.15,9.64
34708.12,2229.52,1156.15,8.38
41061.12,993630.20,1156.15,9.21
1578106.06,3445768.06,262792.07,10.50
544924.14,33605.87,9540.34,8.87
4452576.88,2367261.15,172919.08,8.45
78014.36,129413.14,4713.04,8.89
34465.29,44750.75,1156.15,8.71
2877898.82,2636304.40,39452.08,10.05
62680.73,8638.59,19144.00,8.73
537643.11,1310832.77,1156.15,8.62
28100481.40,15488573.06,1156.15,8.18
2682.76,2229.52,1156.15,7.75
2248.96,40547.64,1156.15,9.74
2248.96,2229.52,1156.15,9.03
2248.96,15130.90,1156.15,7.59
18621.79,15114.16,1156.15,8.11
2248.96,21412.54,18180.49,8.65
2248.96,2229.52,1156.15,8.13
2248.96,2229.52,24903.61,10.09
2248.96,2229.52,3792.32,7.97
654795.12,3579088.30,13254.64,9.58
197884.56,1923294.39,1156.15,9.43
3040663.41,6699457.68,324171.70,10.28
29108.70,281977.72,1156.15,8.94
2248.96,2229.52,1156.15,8.66
4401.29,48916.24,24889.30,8.62
4700660.39,15385154.04,24999.65,10.00
24700.19,2229.52,1156.15,8.73
4684.34,2229.52,1156.15,9.76
24700.19,2229.52,1156.15,7.44
381327.12,290015.26,19057.99,9.18
24996.78,301044.35,1156.15,7.12
294882.29,12919856.50,553534.60,7.96
49833.13,508587.96,1156.15,8.99
18645.96,10878.04,1156.15,9.17
302635.21,2118847.21,310218.16,8.75
2248.96,2229.52,6671.13,7.61
51645.75,190878.69,1156.15,8.28
2248.96,135860.41,1156.15,9.25
716679.77,88020911.33,1101542.77,10.54
2248.96,2422.53,1156.15,8.90
887218.26,1081692.39,9219.98,7.37
9001228.15,19737608.91,23669.28,9.83
170362.66,425629.53,55481.44,8.35
2248.96,2229.52,1156.15,8.50
140601.03,1086675.14,12097.27,8.96
1788734.56,1639879.72,23443.41,8.20
2248.96,2229.52,1156.15,10.25
2248.96,2229.52,1156.15,9.24
2248.96,2229.52,1156.15,7.32
2248.96,2229.52,1156.15,7.86
2248.96,17248.96,1156.15,7.66
946424.25,11020534.58,265274.78,7.40
1649037.33,5416139.80,107693.79,9.04
2204414.03,2808717.46,1156.15,9.45
836753.64,806433.03,1156.15,8.28
89277.09,260736.08,1156.15,9.47
2248.96,40547.64,1156.15,9.21
42592.47,23562.00,1156.15,7.86
8687.51,2229.52,1156.15,9.18
2242448.42,2457082.70,1156.15,10.29
1911264.12,2611780.39,60570.84,10.57
18693.65,2229.52,3792.33,9.58
113900.31,154808.58,1156.15,8.43
11807.40,157030.40,1156.15,7.68
3348854.55,1485891.35,1156.15,8.71
43453.77,574253.97,1156.15,10.49
30796.10,337045.28,1156.15,7.96
464211.79,2253439.41,1156.15,7.97
3230899.62,407876.13,12304.75,10.14
1353231.73,92125.38,1156.15,9.37
2248.96,347666.56,1156.15,8.80
28001.34,125243.20,1156.15,9.11
52636.64,17197.64,1156.15,7.69
1711887.69,1072181.58,56243.42,9.09
5323838.71,22212867.11,577563.00,8.38
2248.96,21437.06,12422.87,8.53
13546.47,904700.04,1156.15,7.62
2248.96,10894.77,1156.15,8.91
6588.11,19362.49,1156.15,8.38
1642758.46,2320019.07,1156.15,8.52
2248.96,349784.65,1156.15,9.34
2063248.20,4039203.58,57255.72,10.36
1175099.26,6751270.67,42032.71,10.38
2248.96,2075998.34,1156.15,9.08
1451928.33,10504209.41,32249.17,9.92
242772.47,7159654.23,1849799.16,9.11
208975.41,1374423.22,67666.26,9.31
200429.95,1827979.58,1156.15,8.48
136654.87,25584.43,1156.15,8.24
751154.95,6688343.04,1156.15,7.84
23757.22,517042.70,11311.78,7.81
16264.74,76508.32,8567.63,7.91
108634.98,1779357.80,1156.15,9.67
486944.29,23110.32,1156.15,8.37
42471.63,44742.61,1156.15,7.11
2248.96,2229.52,1156.15,9.50
2248.96,8776.71,1156.15,6.90
2248.96,2229.52,1156.15,8.51
1129574.95,2229.52,1156.15,9.15
2248.96,25721.20,1156.15,8.33
336947.42,2229.52,1156.15,8.95
62380.58,61602.40,16249.00,8.41
50452.66,48963.45,2818.43,7.43
671665.76,272852.38,1156.15,7.81
7888.82,142208.03,1156.15,8.39
2248.96,2229.52,1156.15,6.57
2248.96,70070.73,31600.06,9.97
54158.68,99747.91,13358.54,9.72
70395.36,61647.39,3774.15,7.83
16693.85,2229.52,1156.15,8.83
773632.91,6871701.06,705081.26,7.63
142883.71,336924.20,2730.41,8.15
336498.83,17938658.33,273715.82,7.33
2171830.67,5011521.97,1156.15,8.99
2248.96,603895.83,14164.04,7.66
2248.96,186600.92,22928.01,9.42
35829.08,150440.29,50767.54,6.41
34471.05,42592.85,10497.20,7.55
774853.54,1130534.03,6326.25,7.82
2926719.65,3553435.53,23818.11,8.01
1607456.02,1140301.37,1156.15,10.56
2248.96,2229.52,1156.15,7.52
2248.96,2229.52,1156.15,8.77
2248.96,502285.08,1156.15,7.74
2248.96,2229.52,1156.15,8.85
26701.78,2229.52,1156.15,10.66
2248.96,29957.33,1156.15,9.26
2248.96,118915.92,1156.15,7.46
107978.36,139977.02,3750.21,9.07
56725.55,2229.52,1156.15,9.59
2533.92,25627.77,22977.22,8.03
2248.96,2229.52,1156.15,8.64
13926.10,135824.25,6630.29,9.50
2248.96,2229.52,1156.15,7.87
1637991.68,8061872.84,41632.12,9.63
1180058.28,6221352.65,136235.74,10.43
84129.16,110352.66,2799.67,8.43
2512.44,32074.93,1156.15,9.26
2248.96,426034.87,1156.15,10.56
2248.96,76498.49,14325.24,8.17
1439871.26,1715523.47,248926.90,7.75
946640.47,8186964.21,176897.86,8.44
12690.68,2229.52,1156.15,8.91
22698.60,2229.52,1156.15,8.36
2248.96,341312.40,1156.15,8.99
2248.96,2229.52,8590.34,6.57
