EYFP_MEFL,mKate_MEFL,EBFP2_MEFL,FSC_Eum
60728.72,2229.52,1156.15,9.65
2248.96,205756.44,1156.15,8.37
2248.96,2229.52,1156.15,8.93
40602.97,21445.97,1156.15,9.02
118486.85,754211.90,1156.15,8.97
26354.15,57263.92,48876.82,10.37
22698.60,2229.52,1156.15,9.10
18266.72,74314.65,25841.14,10.40
2248.96,2229.52,1156.15,8.56
14606.54,17236.30,1156.15,8.92
3176284.47,6816932.64,61204.70,8.70
2088180.86,13347882.50,83198.51,9.26
418849.76,381129.90,1156.15,7.53
2570067.64,5373218.69,19423.47,8.68
2248.96,44756.18,7617.73,9.25
14363.47,57394.66,21048.30,7.20
2270828.22,288127.31,11381.75,8.37
2248.96,2229.52,1156.15,7.47
2248.96,55338.31,9533.70,9.39
156284.75,442776.26,11334.48,8.89
5567359.97,25207879.38,1156.15,8.92
26333.73,65911.93,7611.26,7.52
167474.11,1991102.94,1156.15,8.09
1503324.27,2201550.01,1156.15,9.13
10687.96,2229.52,2832.72,8.87
48495.92,38277.09,25852.16,6.38
2248.96,559472.73,1156.15,9.12
176040.70,1542067.70,1156.15,8.81
9951.39,129425.09,18147.48,10.01
1737167.98,3308885.66,39246.50,9.65
1618031.92,1040742.31,1156.15,7.54
12496.19,36300.88,1156.15,8.71
2248.96,2229.52,1156.15,8.89
2248.96,23534.69,17220.24,8.97
2248.96,42572.72,22972.04,7.21
2105842.88,20780210.97,55017.49,9.95
1024521.88,3295928.66,267635.88,9.28
1200522.17,1943231.91,53098.36,9.64
4993.01,298946.64,1156.15,8.35
14656.73,2229.52,53691.72,9.22
18685.21,2229.52,16267.18,9.25
2248.96,2229.52,1156.15,7.86
2248.96,2229.52,7630.74,7.60
344282.56,1522834.26,1156.15,7.73
2248.96,2229.52,1156.15,9.33
46717.62,2229.52,1156.15,8.64
661381.91,2059961.97,125992.48,9.99
323558.67,243550.47,1799.35,9.29
2248.96,2229.52,4751.93,7.39
127850.74,1912531.08,57905.76,9.23
201175.81,995585.45,1156.15,9.32
18695.44,2229.52,1156.15,7.28
2248.96,2229.52,1156.15,8.25
404746.38,46492.41,1156.15,6.95
30582.96,23574.20,1156.15,7.78
3061503.52,10080440.09,183036.31,8.61
121616.63,904493.11,23668.19,9.18
2248.96,15130.90,1156.15,8.17
2248.96,99821.70,8560.50,7.66
110067.82,114198.56,88203.12,9.29
12435.77,46891.19,1156.15,9.99
2248.96,23559.21,11462.62,6.69
2248.96,84929.87,23918.69,8.66
23426830.28,38975624.42,109910.85,10.77
376208.18,1539726.88,5241.57,8.86
75696.65,536096.29,1156.15,7.96
809807.19,4477040.00,1156.15,8.81
576253.80,1206936.58,17818.13,8.70
2248.96,2229.52,11469.15,9.87
2653450.16,14965791.56,13612.60,10.10
537647.49,959236.61,1156.15,8.92
437181.40,2424833.58,46233.94,9.01
3279979.77,4047477.82,310588.28,9.67
2248.96,89263.06,1156.15,8.25
2248.96,2229.52,1156.15,8.44
4694440.91,81713434.02,136191.34,10.55
2248.96,15107.40,6667.19,8.05
89668.89,190796.10,11411.50,8.09
297854.70,887381.89,20794.61,8.47
18695.44,2229.52,1156.15,7.80
2248.96,2229.52,1156.15,8.71
66429.09,55301.36,2816.49,8.64
218707.76,27619.08,1156.15,8.98
88750.91,2229.52,1156.15,8.12
192833.31,2229.52,1156.15,8.13
56708.59,4461.71,6670.44,7.98
2248.96,40503.71,11457.44,8.34
2248.96,2229.52,1156.15,7.96
1698566.67,958056.55,1156.15,7.99
2248.96,760688.63,1156.15,8.41
2248.96,815718.35,10260.88,6.78
1610605.41,5143207.93,47322.25,6.91
42332.77,65809.82,27762.95,9.11
1390558.29,1608248.00,85827.25,9.78
10334.83,61626.68,22966.21,8.85
2248.96,46901.82,1156.15,8.53
2248.96,2229.52,1156.15,9.49
445848.14,1262211.00,1156.15,9.66
62399.55,57333.57,23927.13,8.85
304114.60,845099.35,1156.15,8.52
10588.20,19339.02,5706.29,9.07
2248.96,46853.80,12415.10,8.84
1986597.00,16425769.32,21802.77,9.25
1464406.32,6213061.42,25883.98,10.46
2248.96,6658.65,1156.15,8.64
2248.96,34193.45,1156.15,9.82
34283.54,76518.62,1850.40,8.03
38523.20,34120.62,9540.18,7.57
2248.96,2229.52,14347.96,8.70
2248.96,2229.52,5711.53,8.61
2248.96,2229.52,22984.40,7.97
2248.96,2229.52,1156.15,8.35
2248.96,131555.84,17187.22,9.25
2248.96,2229.52,1156.15,8.66
2248.96,2229.52,1156.15,8.15
2248.96,2229.52,1156.15,7.31
2275408.59,7904607.70,13851.71,10.23
42157.44,99812.22,1156.15,10.48
228703.81,3888813.00,1156.15,8.48
1007061.92,425011.02,1156.15,9.59
2245692.79,6445228.17,31570.63,7.78
726837.82,10598235.30,10149.57,9.56
2248.96,2229.52,21065.19,9.20
263382.74,4123829.01,12128.54,9.28
921064.40,761807.97,15075.38,8.68
84463.37,48826.68,26808.54,10.72
22149.30,97686.92,7601.55,10.02
22492.03,38408.77,1156.15,8.66
3176702.02,3228723.39,116998.82,9.92
2248.96,2229.52,1156.15,10.86
1190477.57,20497886.12,419752.76,10.16
340261.89,2929223.27,1156.15,9.45
24689.32,2229.52,17226.78,10.49
30691.48,2229.52,21065.20,9.31
6681.55,2229.52,7630.74,10.01
107393.23,3043631.12,47964.00,9.23
573638.73,2018224.66,1156.15,10.21
2248.96,2229.52,1156.15,7.37
132637.90,372737.08,50699.59,9.14
1381401.13,1468801.23,7182.46,8.00
2248.96,2229.52,1156.15,8.18
108570.23,33996.27,22015.06,7.98
66223.66,91308.41,2805.49,6.67
10361.69,59601.60,1156.15,8.17
2248.96,2422.53,1156.15,7.66
593497.17,10445212.25,164692.36,8.05
52382.88,61676.94,1156.15,8.68
1630167.71,8383934.46,15624.41,9.95
70675.08,12943.20,1156.15,9.84
396420.33,97147.05,45026.22,8.27
445670.67,5080683.90,583759.20,6.58
1085135.67,7382880.74,459266.77,9.53
269410.96,963745.35,1156.15,8.41
162807.11,2229.52,4751.98,9.24
12587.84,19324.72,8585.10,9.30
2248.96,2229.52,1156.15,9.76
897906.79,21236593.35,604730.30,9.04
487981.35,2994586.40,34544.56,8.91
356071.22,859872.87,1156.15,9.43
1053310.46,1791105.88,1156.15,7.56
11259.73,951177.90,29411.53,9.47
2248.96,1173580.83,31262.76,9.12
2248.96,95401.64,51743.96,7.35
2248.96,72318.56,1156.15,8.26
2248.96,82908.87,1156.15,9.37
26285.40,426007.96,1156.15,9.90
2248.96,38429.57,1156.15,9.68
2248.96,2229.52,1156.15,7.72
18673.53,2229.52,33540.05,9.72
2248.96,2229.52,21065.19,7.26
12484.02,36224.26,19135.57,10.75
211618.35,213880.76,32515.70,7.43
62709.69,2229.52,31620.85,8.71
2248.96,146450.72,1156.15,8.30
2248.96,2229.52,38338.06,6.42
55951.02,137923.08,1156.15,9.52
16693.85,2229.52,1156.15,8.44
2248.96,2229.52,3792.32,8.43
2248.96,21485.08,1156.15,8.52
2248.96,46861.98,10495.89,7.52
2248.96,25620.05,24896.42,9.19
2409458.78,102614334.18,179702.12,10.93
90400.91,63756.34,1156.15,8.95
1385390.50,6006906.28,210190.68,10.64
18492.67,36242.68,13377.95,9.13
4026634.47,4073447.46,2547.91,9.65
494056.40,179838.74,1156.15,7.81
2248.96,34129.09,16257.40,7.31
1610921.80,3982815.65,474700.08,8.17
2248.96,72318.56,1156.15,8.05
2248.96,36226.71,21054.77,10.23
42255.33,80681.20,17202.77,6.38
124240.14,2552429.84,1156.15,8.60
67475.95,572055.27,14173.77,7.78
575070.07,364026.69,1156.15,7.80
36599.71,19255.35,19140.75,9.26
251416.11,3959550.49,1288450.16,7.29
1378544.98,2671883.73,1156.15,9.88
2129010.63,4786636.43,97330.57,7.76
26507.29,36286.64,1156.15,8.40
16547.70,27824.57,1156.15,10.61
2248.96,2229.52,1156.15,10.20
2248.96,1173710.59,1156.15,7.41
2248.96,290478.91,1156.15,8.14
2248.96,21485.08,1156.15,7.64
2248.96,169749.39,1156.15,7.50
2248.96,2229.52,1156.15,8.26
19756.65,868686.90,1156.15,9.40
9091.82,1334668.61,1156.15,7.42
2248.96,21453.41,8584.45,10.95
57795.17,161065.44,37329.86,10.14
58365.72,61532.89,33521.87,10.39
296453.53,6745895.82,21882.70,9.83
3408993.49,765604.58,21791.43,9.66
492980.92,368346.22,1156.15,8.39
40602.88,19251.28,19140.76,8.31
40426.09,400479.89,23822.24,7.97
2248.96,51137.95,1156.15,9.32
247270.17,1334362.13,15859.97,7.53
2248.96,31974.24,24894.48,8.17
3434037.16,7251022.02,25566.72,9.00
2248.96,2229.52,1156.15,8.07
522352.12,131067.27,7591.35,8.30
1333309.32,2525577.01,49081.95,8.58
2248.96,197228.01,14288.34,9.53
4684.34,2229.52,1156.15,9.60
2248.96,2229.52,1156.15,6.51
2248.96,3234544.73,9521.55,7.45
8263.43,76548.13,1156.15,6.46
2248.96,63675.68,41198.04,8.27
3266001.05,1623629.37,5215.93,8.69
374935.73,8370.24,7628.85,7.18
28703.36,2229.52,1156.15,8.64
245871.97,177972.97,1156.15,8.65
29797.50,161248.21,1156.15,7.78
34525.71,34160.44,1156.15,8.00
2248.96,51085.84,13373.41,10.33
20480.88,38350.53,15296.51,8.72
224601.72,44468.58,22011.85,8.31
34763.02,343395.41,1156.15,9.36
2248.96,2229.52,1156.15,7.60
2248.96,2229.52,1156.15,7.88
1652892.75,9911712.42,848092.44,9.15
90102.61,114537.71,13354.01,7.75
54723.96,2229.52,1156.15,9.21
235601.05,925651.76,1590.86,7.68
8399.69,754323.80,1156.15,7.71
2248.96,2229.52,1156.15,9.94
83670.07,1243516.73,1156.15,8.02
424262.67,1185963.73,5349.70,8.86
4021.05,2923142.22,16333.95,9.64
2248.96,2229.52,1156.15,6.40
6592.57,17196.42,12424.17,8.24
647398.03,315194.08,11373.48,8.18
36199.50,1144013.55,1524.11,7.63
22472.97,40482.91,11457.44,10.07
24669.20,6600.06,9548.60,7.95
439479.74,1325751.81,2428.17,7.48
2248.96,2229.52,1156.15,6.26
2307.01,68081.99,1156.15,8.76
349709.36,1239972.37,272102.72,8.28
68558.81,29776.32,27773.96,9.62
48719.21,2229.52,1156.15,8.18
1722635.59,5158084.24,8933.60,9.28
2248.96,21375.76,26816.93,7.56
2876877.80,16841833.72,88847.78,10.53
74726.34,2229.52,21065.21,6.71
2248.96,59590.79,5693.99,8.75
48223.83,87029.29,17200.83,10.12
145529.15,220298.00,33473.34,10.30
22698.60,2229.52,1156.15,10.05
2609.11,15130.44,1156.15,8.34
2790153.29,3634064.26,22833.87,11.03
2248.96,2229.52,1156.15,8.20
46168.32,449286.29,1156.15,8.70
2248.96,2229.52,1156.15,9.52
2248.96,32075.39,1156.15,8.85
1147183.83,1475421.12,1156.15,10.25
1914045.62,377491.98,1156.15,7.84
71906.62,849571.47,1156.15,10.56
2248.96,1186418.99,1156.15,8.43
165506.48,231005.90,1156.15,8.31
40602.97,21445.97,1156.15,7.35
822516.23,21153121.25,329349.84,10.66
1435943.72,1379738.74,18724.91,8.51
1919504.60,2571557.58,53865.91,9.25
40373.85,408927.62,29577.27,8.43
18609.37,12841.82,37375.16,10.30
2248.96,2229.52,35459.25,6.50
465021.72,2229.52,41217.02,7.68
2248.96,2229.52,1156.15,8.56
709589.97,992947.59,1570.29,8.63
6508.67,2489004.97,1156.15,7.77
580833.31,1456865.79,16782.13,6.40
2248.96,550887.10,27614.68,10.48
4287558.23,21213479.48,2238940.60,8.93
2248.96,591243.69,1156.15,10.04
2248.96,2229.52,1156.15,7.40
169896.34,163223.85,1156.15,8.97
44530.95,31939.23,22975.29,8.29
2248.96,2229.52,39297.66,9.34
2248.96,2229.52,11469.15,10.15
2902065.14,3659166.84,69846.72,9.89
70223.59,442907.67,1156.15,7.73
2248.96,2229.52,14347.96,9.71
34708.12,2229.52,1156.15,8.39
4482516.76,11170461.53,25328.31,8.80
2248.96,19367.02,1156.15,8.25
45588.68,197137.84,24844.00,10.75
1105738.05,4175862.69,26506.67,6.84
58616.10,21420.51,2826.85,6.82
353882.95,2295912.54,1156.15,7.20
2248.96,262944.11,1156.15,8.67
4529714.20,8514497.00,1156.15,8.63
1180921.84,473549.41,1156.15,7.45
432796.08,743302.16,1156.15,8.89
2248.96,2229.52,1873.11,9.18
2248.96,2229.52,1156.15,8.90
2248.96,2229.52,1156.15,9.58
2544236.90,4625115.98,127127.62,8.25
1077417.24,34482232.32,2200339.18,10.91
4315.00,65926.13,9530.46,8.26
96850.57,682033.16,44847.44,8.68
72703.99,6530.79,14346.63,8.61
52714.10,2229.52,13388.38,10.93
1376133.02,634160.24,39104.46,8.19
210838.25,703212.25,17972.09,10.84
2248.96,500167.03,1156.15,8.24
34708.12,2229.52,1156.15,9.83
2248.96,74436.62,1156.15,7.83
1273542.87,26546.85,1156.15,8.92
1617800.88,9843046.08,70835.37,8.03
1749104.51,7868551.48,151085.91,8.27
598641.34,4648687.03,30200.56,8.62
2248.96,817876.28,1156.15,9.74
232468.26,1120392.91,30319.41,9.23
73338.82,2702839.76,5845.66,7.95
756377.82,158347.66,11421.42,9.68
2248.96,2229.52,1156.15,9.52
44714.89,2379.35,1156.15,7.08
5104722.57,4181623.58,205950.59,7.85
28096.98,1160969.19,1156.15,7.77
14207.76,87132.33,1156.15,9.56
3352670.25,5374508.43,27099.90,6.66
2248.96,76554.69,1156.15,8.06
282904.63,2229.52,1156.15,9.15
2248.96,781869.24,1156.15,7.66
338689.71,46531.97,7617.19,7.82
32246.19,82877.89,1156.15,9.97
2248.96,2422.53,1156.15,7.41
2248.96,2229.52,1156.15,7.91
2248.96,2229.52,1156.15,9.06
368495.95,436250.36,1156.15,8.09
1520577.37,2684399.79,11608.91,7.50
177649.13,4066780.88,1156.15,8.60
2248.96,25721.20,1156.15,8.56
36534.10,29812.96,26814.35,7.64
16684.93,2229.52,14347.97,8.04
124623.14,728704.27,20843.11,8.62
44275.49,78601.99,7607.38,8.60
2248.96,646289.76,6474.26,8.35
837204.47,24840.66,8583.42,8.40
2248.96,12948.47,16263.87,9.99
201838.07,1224118.43,51398.96,7.38
52467.47,46850.50,1156.15,7.97
497050.76,11214244.20,145265.24,9.23
95535.60,216250.67,1156.15,8.51
110095.34,116565.95,29666.64,7.89
44330.50,1823902.23,1156.15,9.64
16666.75,2229.52,41216.88,7.27
2248.96,1843018.11,1156.15,9.15
5730650.45,7462700.37,4390.76,8.69
3158160.10,1581397.41,1156.15,10.26
2248.96,2229.52,1156.15,10.06
4394301.18,6983060.89,51557.89,9.18
12635.52,10848.39,9547.30,9.01
40566.38,23409.74,37371.93,8.33
458073.12,1221866.76,21651.97,9.09
20405.38,53234.18,1857.52,8.35
22214.10,87124.19,1156.15,7.43
40264.62,80751.69,1156.15,9.25
27022.78,997861.14,5407.20,7.82
3039.77,290476.42,1156.15,8.47
1401018.29,1890300.68,1156.15,8.74
2248.96,2229.52,1156.15,6.60
2248.96,15130.90,1156.15,8.91
34368.62,61695.25,1156.15,7.81
2248.96,53256.01,1156.15,7.36
747615.72,4495954.23,49439.29,9.23
2248.96,2229.52,1156.15,8.29
2248.96,235409.31,1156.15,9.79
2248.96,853757.64,30400.91,9.47
48377.93,61669.77,3774.15,9.65
685004.70,23493325.45,417877.58,8.92
539494.40,283537.11,10423.55,8.47
2248.96,53256.01,1156.15,9.26
50720.79,2229.52,1156.15,8.42
20697.02,2229.52,1156.15,8.49
2536644.70,3164188.50,5704.64,9.20
2248.96,29957.33,1156.15,8.06
2248.96,10894.77,1156.15,7.00
88262.17,82642.12,43111.44,9.82
50597.42,21350.99,21059.32,8.21
2733712.40,1950301.09,16631.31,9.06
2248.96,2407.21,4751.86,8.08
506476.84,457242.57,12289.66,8.67
1316738.27,2266995.55,95221.92,7.99
236056.19,1543999.07,30189.93,8.59
2248.96,1239322.51,12050.61,9.10
2248.96,176103.59,1156.15,9.57
5973918.57,8665087.86,101902.70,8.12
2248.96,10826.32,17224.13,9.27
328728.18,38057.64,10498.58,8.73
2248.96,2508079.84,1156.15,9.59
405107.86,1035621.14,1156.15,9.76
1941304.16,16991125.84,70569.69,9.46
14670.36,2229.52,33540.05,10.63
2248.96,2229.52,1156.15,9.30
2248.96,2419130.81,1156.15,9.16
6596445.87,7618579.56,1156.15,10.89
777313.67,1401665.36,1156.15,8.53
14692.27,2229.52,1156.15,8.67
196791.04,2421623.24,360024.96,8.85
71040.93,650475.67,1156.15,9.92
46699.36,4463.70,8589.65,7.01
32190.95,436347.96,58356.97,9.63
636207.52,19117154.66,1156.15,9.38
30787.17,336989.09,14245.62,6.71
238863.93,1755882.92,10933.12,9.77
2570.57,17081.95,40252.67,8.12
2248.96,2229.52,39297.66,9.08
2248.96,8776.71,1156.15,7.94
46486.88,42620.48,1156.15,8.47
1025718.91,2066480.35,1156.15,9.07
2248.96,737389.92,1156.15,9.00
607049.10,1772391.82,25322.11,8.78
2341.48,61716.57,3774.13,6.59
1049252.57,10196822.96,191637.16,8.56
2248.96,42642.20,6658.77,7.52
216642.59,387621.10,17108.95,7.75
2248.96,1273259.54,1156.15,9.18
2924820.43,5958401.22,290812.13,10.24
2248.96,59610.19,1156.15,10.86
4013957.98,49096846.40,1156.15,9.71
2248.96,34193.45,1156.15,9.21
16693.85,2229.52,1156.15,6.56
66423.40,50877.23,46959.56,9.10
22698.60,2229.52,1156.15,9.97
263039.31,1378889.54,1156.15,8.19
2248.96,48971.87,12414.45,9.26
29712.91,176074.65,1156.15,9.20
2391.60,53255.55,1156.15,7.92
3710569.90,879607.27,37110.23,10.66
469051.99,2229.52,1156.15,9.85
2248.96,2229.52,1156.15,7.43
2248.96,49019.88,1156.15,10.26
15653713.55,24081443.61,1156.15,10.94
16693.85,2229.52,1156.15,7.26
2248.96,61728.25,1156.15,9.26
112769.91,2229.52,1156.15,7.50
979091.15,11290593.10,7059.14,8.62
1932347.06,1379299.56,3371.40,9.04
106461.58,50877.41,37363.54,9.11
2248.96,72318.56,1156.15,6.67
20567.55,3533192.32,1156.15,9.98
63687.14,536108.50,1156.15,9.32
2248.96,2229.52,1156.15,8.19
2248.96,2229.52,1156.15,6.74
28703.36,2229.52,1156.15,7.82
2248.96,2229.52,1156.15,8.72
2248.96,165513.28,1156.15,8.05
177457.87,1995328.94,1156.15,7.67
16693.85,2229.52,1156.15,8.99
26602.18,19330.92,3787.09,6.92
54864.98,673599.58,45809.62,7.68
2248.96,2229.52,2832.72,8.98
2248.96,21473.85,3786.43,9.39
1947798.79,5685196.63,21247.32,8.86
458865.21,7279618.72,983241.35,8.15
2248.96,21485.08,1156.15,8.70
76220.55,91228.75,19118.75,7.31
34447.93,44641.43,26809.81,9.04
1883369.94,1190761.08,22621.08,9.80
2298500.53,2229.52,1156.18,8.89
2248.96,2229.52,6671.13,9.49
23935616.96,17150525.12,163602.42,10.28
818961.28,416730.01,1156.15,7.31
2248.96,27839.27,1156.15,8.53
2594831.75,2437634.37,6886.32,7.43
87887.42,504313.16,1156.15,8.53
24696.46,2229.52,6671.14,9.09
41662.00,186652.75,1156.15,8.05
94524.92,42571.65,1156.15,8.21
1275689.50,2229.52,1156.15,7.63
2248.96,127327.89,15269.31,9.09
1958003.68,741751.81,1156.15,9.90
2248.96,36311.51,1156.15,9.16
275182.78,302908.08,1156.15,10.67
33653.40,1588753.37,13863.01,9.75
1507665.86,2142240.26,1156.15,9.57
2248.96,1749822.97,1156.15,9.66
2248.96,53256.01,1156.15,9.53
2248.96,2229.52,1156.15,9.05
8311.76,68075.88,1156.15,8.37
861956.95,598838.55,1156.15,7.99
2248.96,2229.52,14347.96,8.30
2248.96,2229.52,1156.15,6.64
2248.96,57427.76,16250.28,9.48
2248.96,12964.82,12425.46,6.21
3567681.69,5151400.97,640354.18,8.48
2248.96,95617.24,1156.15,6.66
4382610.61,35697550.77,23588.98,9.62
2248.96,2229.52,1156.15,6.72
2461866.78,1186030.02,1156.15,6.76
3152230.52,7181526.06,1156.15,8.84
4724240.58,6681733.79,105387.74,10.02
1376172.41,2372780.38,108624.02,8.31
2248.96,578535.29,1156.15,8.37
778480.33,1536831.98,91606.69,7.40
10089.51,106159.11,10477.77,7.55
58727.13,2229.52,1156.15,8.13
1616940.11,3224793.56,914429.79,8.67
52350.18,63665.23,31602.01,10.19
9431.21,222692.34,1156.15,9.08
2248.96,1006383.74,1156.15,9.44
4317045.80,12104594.84,47113.64,8.96
105616.84,1948491.08,74208.01,8.33
53536.15,209923.90,4688.44,9.21
167278.81,1673355.87,9998.74,7.36
250994.59,332585.37,1156.15,7.48
1064378.93,1250870.42,29319.93,9.64
2248.96,15130.90,1156.15,8.55
2248.96,10842.67,13385.71,7.79
2248.96,34125.00,17217.00,10.30
68719.64,2229.52,23944.02,7.06
2248.96,2229.52,1156.15,9.08
2754598.09,747296.25,1156.15,10.07
70503.86,40389.12,22013.10,9.82
1448601.44,1619142.04,1156.15,8.50
91141.37,284005.12,7544.60,8.18
3030558.86,5002176.78,1156.15,9.98
65477.88,1976380.21,1156.15,9.80
3830433.62,3029459.82,1156.15,7.37
4188315.09,5204325.43,1242.64,8.76
488635.87,40350372.69,578736.28,8.44
1275982.18,649170.13,19907.82,8.42
5318600.74,18275238.21,123914.94,9.95
52637.21,15007.04,18182.45,8.76
931056.13,8482059.45,19432.83,9.43
140754.71,8635.87,1156.15,7.91
180233.88,1505959.60,23484.34,6.70
2248.96,423916.81,1156.15,10.51
38510.87,34042.96,27772.66,9.04
2248.96,2229.52,3792.32,10.71
46178.85,93340.55,27754.53,7.60
80501.74,44703.96,1156.15,8.63
2248.96,51098.10,10494.60,7.74
4444503.11,15029688.18,1156.15,9.04
2248.96,59610.19,1156.15,8.59
2075607.99,14860549.01,1156.15,9.20
205599.97,569813.22,10336.05,9.51
12252.48,76455.17,22002.08,8.24
2248.96,2229.52,24903.61,10.17
18569.72,23562.92,6664.60,7.99
1835837.11,402976.85,3669.82,7.50
276817.86,364228.69,24792.92,7.01
74739.80,2229.52,1156.15,7.38
44461.13,46858.64,1156.15,6.73
2503184.42,3858433.74,2113739.37,8.04
54331.10,70115.47,8569.58,7.73
38528.88,34156.37,1156.15,9.64
6676.35,2229.52,15307.57,7.88
158023.41,836625.39,36163.76,7.90
2248.96,13012.83,1156.15,8.02
490652.66,1126586.76,6327.45,8.43
2248.96,2229.52,1156.15,9.83
60365.05,65904.92,1156.15,7.79
2248.96,2229.52,1156.15,8.86
2248.96,27839.27,1156.15,8.74
20697.02,2229.52,1156.15,7.94
2215037.95,3397349.59,41138.67,9.73
8686.38,2229.52,2832.72,8.24
2248.96,10875.37,5708.88,9.71
745817.62,7554337.87,564770.67,9.09
737142.39,7007059.48,262663.13,9.03
2248.96,2229.52,1156.15,8.17
118413.27,61471.86,33521.89,7.48
10451821.03,66089920.66,442282.03,9.19
72132.29,101667.81,55580.46,10.96
3743910.97,4483647.26,234646.35,9.86
559109.84,2229.52,21065.36,9.05
23655.44,536149.19,1156.15,10.34
67949.66,137842.42,17185.30,8.82
1847316.63,496170.60,1156.15,9.81
2248.96,328604.03,1156.15,8.71
18695.44,2229.52,1156.15,9.23
2001842.37,1828255.31,3234.17,8.83
50399.28,53015.65,45999.31,8.13
2248.96,428039.51,27652.23,7.56
1751939.03,3880866.62,10283.59,8.29
76730.52,2229.52,17226.80,9.07
180824.43,1043958.49,85999.73,7.50
428244.08,482575.15,50666.02,10.42
70528.03,36152.99,22014.40,8.21
2606645.81,11178714.35,524319.14,7.69
98105.62,463938.22,29560.46,9.04
2248.96,2229.52,1156.15,9.47
2248.96,2229.52,1156.15,8.68
2248.96,15130.90,1156.15,9.37
1127880.89,4154688.30,19795.92,7.83
2248.96,2229.52,9549.94,9.20
660994.51,37740.34,5700.67,8.88
4267421.62,9169205.07,503822.09,7.18
60448.51,51071.34,2817.79,9.16
48699.00,4449.41,11468.46,8.47
2248.96,483220.03,1156.15,8.89
14685.29,2229.52,11469.16,7.61
2248.96,21404.37,20099.70,8.10
1127837.51,304107.30,13296.07,10.55
28703.36,2229.52,1156.15,7.23
2248.96,252353.80,1156.15,8.99
2065969.19,10933586.29,23481.51,8.46
16031.42,819975.53,1156.15,10.09
2740573.48,1446083.82,43654.30,9.96
2248.96,137978.46,1156.15,8.08
36370.20,61693.21,1156.15,8.51
52090.43,112495.09,4718.22,7.20
78254.74,87043.73,6645.20,9.52
105906.05,152698.65,1156.15,8.23
2248.96,46901.82,1156.15,8.14
909851.20,272590.86,5628.88,7.21
1045633.04,5555726.72,299571.64,9.99
2248.96,95556.96,15279.02,6.45
2248.96,2229.52,1156.15,9.70
264488.01,1093995.31,252955.28,7.14
1716319.43,1002469.55,12123.01,8.17
104025.31,131520.07,1156.15,8.32
186651.49,4941412.65,26272.67,10.69
6477.07,34022.38,40247.50,10.70
2248.96,55374.07,1156.15,8.94
2621.20,13012.38,1156.15,8.19
2248.96,21445.24,10503.66,9.96
761498.93,4875282.34,1156.15,9.70
48331.37,70153.25,1156.15,10.75
26701.78,2229.52,1156.15,10.37
879745.98,287467.22,1156.15,8.71
5759061.95,9482713.79,139077.28,10.59
2248.96,40547.64,1156.15,7.48
70695.25,2229.52,62328.18,7.19
530151.32,4353628.19,199180.80,9.77
26446.87,46876.95,1156.15,7.96
102445.03,52991.36,39282.10,8.91
18695.44,2229.52,1156.15,9.23
808489.48,2250927.44,10781.80,9.05
509535.19,1325680.60,2428.19,8.60
2248.96,2229.52,1156.15,10.67
849153.97,1778180.96,100169.34,9.20
2248.96,2229.52,1156.15,9.09
725655.83,281242.10,7545.44,11.14
316123.77,840696.68,37122.12,7.29
1074216.18,1985945.09,1156.15,6.73
2248.96,59610.19,1156.15,9.20
2248.96,417562.61,1156.15,8.61
828517.71,846684.31,1156.15,10.42
344480.28,1137349.15,1156.15,9.95
76128.17,106006.14,30629.47,8.17
810091.74,215464.05,15242.37,8.53
38831.07,330634.96,12328.36,7.01
2248.96,2229.52,1873.11,7.91
125466.04,934239.01,1156.15,8.34
2248.96,2229.52,5711.53,9.67
2248.96,2229.52,1156.15,6.75
58315.13,74379.20,1156.15,9.10
26701.78,2229.52,1156.15,9.22
72277.15,80638.42,20081.59,8.90
2575184.85,17452286.00,54115.49,8.30
122099.99,120911.45,1156.15,9.21
16535.62,29942.63,1156.15,7.78
535500.90,984655.37,1156.15,8.13
58765.58,697085.28,1156.15,7.34
1369271.74,4259106.75,310523.60,8.83
32602.13,17100.48,28737.44,8.26
66465.74,46755.54,20091.95,7.62
62726.57,2229.52,6671.15,6.84
3018480.58,1854695.32,17620.13,8.54
604336.90,145837.86,1156.15,7.47
276071.60,1550438.32,1156.15,7.80
324830.71,6644977.48,336663.19,7.66
2134744.04,3791486.67,17987.74,9.41
2248.96,2229.52,9549.94,8.43
174394.96,76379.26,1156.15,8.33
2248.96,2229.52,1156.15,7.71
2248.96,42665.70,1156.15,7.78
50944.87,313726.26,1156.15,9.82
104201.04,95326.04,45026.77,9.83
68470.97,44582.31,32567.45,7.74
122377.84,70001.34,19125.24,8.95
167056.58,660968.31,1156.15,8.78
365447.09,264537.13,37298.23,8.51
853903.53,3413734.32,1156.15,7.55
171405.68,2704866.19,3925.83,8.84
186243.00,103874.27,7599.66,7.48
26701.78,2229.52,1156.15,6.65
58000.94,129448.81,1156.15,8.91
475626.88,603467.34,1156.15,8.05
24577.72,23577.25,1866.59,9.00
452402.78,17254417.80,3255410.15,8.52
2063934.11,5329339.06,1156.15,9.34
4358785.97,1283552.99,23552.32,7.81
969858.37,276663.77,29617.70,9.97
24058.59,114656.96,1156.15,7.27
380972.06,2229.52,16267.29,10.02
1855931.10,6989951.50,531357.07,10.95
2248.96,59521.30,22007.25,7.62
48643.13,15068.33,4747.99,9.30
1385639.15,723145.43,30440.83,10.20
