EYFP_MEFL,mKate_MEFL,EBFP2_MEFL
252969.37,2965484.86,1452846.12
18695.44,2229.52,1156.15
2248.96,25673.19,12421.57
30095.03,5136879.77,1909912.75
985875.86,3373272.96,517108.9
26485.38,36148.7,33529.63
147706,192875.61,6612.85
2110193.76,2126589.86,50163.51
46461.98,44657.83,20092.59
10681.47,2229.52,12428.76
189840.14,138614.28,304106.23
2248.96,42650.38,4739.56
2248.96,887772.33,1156.15
21561.66,1177382.24,624296.02
2248.96,2229.52,1156.15
1074209.16,1273876.93,95525.47
2248.96,86124.59,737862.69
2248.96,292516.25,20016.83
333012.68,24093420.5,838000.08
36089.98,106005.96,40225.49
2248.96,10894.77,1156.15
444086.96,5070151.57,73253.85
2248.96,2229.52,1156.15
2248.96,2229.52,1156.15
2248.96,2229.52,1156.15
3017699.9,4084589.07,113858.4
38243.97,82827.86,11444.5
3522.56,8161448.1,922516.87
2248.96,27762.64,19138.15
833648.98,48958776.85,838076.58
42036.6,120992.84,1156.15
220756.79,320297.68,406728.17
20333.7,1468054.39,10061.49
58657.69,8966427,1378081.98
2248.96,2229.52,1156.15
2248.96,800777.49,37134.32
128855.61,3512976.65,2730869.51
229960.03,5028949.39,349631.99
2248.96,2229.52,1156.15
2248.96,2229.52,12428.76
36648.14,12977.79,1156.15
2248.96,12225598.91,5489942.7
625110.19,2229.52,97833.69
32800.28,2780872.75,94105.24
546768.32,6722240.2,45880
983459.26,2229.52,1156.15
3028.01,943184.66,416133.82
78041.74,463656.1,100571.14
52722.37,2229.52,1156.15
12689.55,2229.52,2832.72
2248.96,2229.52,1156.15
5356942.21,10154707.51,100487.78
23317.16,193366.36,418282.22
98737.23,8404425.7,3028770.36
2248.96,2229.52,1156.15
376805.41,11925.84,166921.79
62350.97,63610.1,42157.66
241222.24,630848.85,92843.21
10432.8,44690.36,21052.18
22859.13,751110.75,2243275.87
423546.97,891269.91,569686.09
125312.34,605783.1,38153.53
37265.55,252199.23,28665.58
50193.85,89022.7,45988.3
24686.96,4517.75,1156.15
56309.16,74353.65,7608.68
27303.79,597541.3,7448.76
2248.96,2422.53,1156.15
52722.37,2229.52,1156.15
316487.5,1610425.01,1819828.43
36648.14,12977.79,1156.15
2248.96,72993826.62,9621649.03
238670.9,387667.17,1156.15
2248.96,3213743.55,910594.75
2248.96,2229.52,1156.15
2248.96,1355599.28,62874.01
19560.78,3586656.38,3857420.36
