EYFP_ERF,mKate_ERF,EBFP2_ERF
36569.70,23454.69,27775.89
475056.74,2229.52,1156.15
2438344.32,16535557.82,1156.15
4890106.83,1829566.82,1156.15
6624.37,13008.31,1156.15
28503392.17,292882443.27,1156.15
12821955.27,25742362.46,85167.64
930558.58,852911.25,6411.11
3182577.59,2205944.74,59735.28
220707.31,25410.09,22017.68
944124.17,1278510.89,33149.89
2248.96,2229.52,39297.66
202522.90,758322.71,10278.43
241417.32,607941.49,1156.15
2248.96,423909.67,2703.82
14641.65,10874.97,2830.07
2248.96,2229.52,1156.15
221549.64,580370.90,14171.23
350848.60,21130.61,1156.15
422276.26,1183867.08,1156.15
347944.04,881061.62,1156.15
18343.85,63829.58,1156.15
68728.08,2229.52,11469.17
50581.80,2827660.03,45151.21
257920.89,169432.32,14296.84
126251.51,796564.99,1156.15
14859.26,1025427.57,1156.15
32705.39,2391.55,1156.15
12641.20,10884.15,1156.15
3814308.06,13922519.21,16810.29
574889.06,1096852.56,5376.94
16673.24,2229.52,31620.84
193613.26,216150.98,1156.15
5160580.79,3888012.48,5483.40
2248.96,2229.52,26822.81
3032916.91,6692325.92,11343.45
2170853.88,3077743.90,1156.15
14014.85,7839193.38,1156.15
55277.46,948831.12,72594.37
753117.03,18212.25,93030.47
728593.54,461032.13,64107.04
2248.96,8687.82,22022.79
24700.19,2229.52,1156.15
2259675.08,4341872.66,60042.02
2248.96,203627.16,3730.76
30424.48,48906.14,21050.90
2248.96,2229.52,1156.15
2248.96,32075.39,1156.15
1941664.74,798955.74,1156.15
2248.96,2229.52,6671.13
44500.72,741578.78,1156.15
2248.96,46901.82,1156.15
2248.96,2229.52,1156.15
230764.57,1071805.18,1156.15
186597.90,391908.20,12309.63
34470.40,42588.76,11456.80
28533.04,32048.48,1156.15
2248.96,78672.75,1156.15
8493.02,36304.95,1156.15
1240050.02,5544022.76,17452.06
2248.96,2229.52,1156.15
2248.96,2229.52,1156.15
2248.96,118839.29,19110.32
1419267.76,4304858.60,1156.15
1859036.15,896422.01,12155.42
2248.96,2229.52,1156.15
2248.96,61728.25,1156.15
684154.21,539713.92,1156.15
46268.23,80738.44,2808.72
599081.33,14524.14,1156.15
20245.18,76361.20,42153.76
951761.89,12222595.32,1156.15
2248.96,2229.52,1156.15
1759096.28,3679673.27,3627.87
6859543.69,4652949.96,21562.83
999751.05,7668683.07,13923.83
36497.85,36167.14,26812.40
32608.71,19336.05,1156.15
378358.89,461656.91,1156.15
2248.96,409090.36,1156.15
2248.96,2229.52,1156.15
2248.96,2229.52,1156.15
2248.96,2229.52,1156.15
724719.56,94866.98,4723.60
76574.24,29825.40,14339.51
3689286.65,14782448.06,46295.13
42383.06,57349.83,24886.72
20575.04,23584.38,1156.15
68797.67,692838.93,1156.15
2248.96,2229.52,31620.83
2248.96,2229.52,1156.15
2248.96,938590.46,4465.71
2248.96,737389.92,1156.15
18690.41,2229.52,8590.35
1983150.41,12823079.67,1156.15
42362.87,63805.17,1156.15
612572.83,105586.55,1156.15
1182608.19,1581287.58,1156.15
2248.96,59610.19,1156.15
22333.30,61544.99,39279.48
167049.60,660924.38,11267.80
277012.19,677581.24,52525.62
4332725.02,1639338.28,40716.42
4340820.82,54601237.41,5336.06
2248.96,4521.18,5710.82
45627.92,188608.36,38281.04
28459.07,391983.10,32461.26
79215.88,970240.73,13092.46
2248.96,101751.74,52701.63
2248.96,46825.19,19132.33
2248.96,17241.81,2828.13
1301611.29,2123387.16,1156.15
18247.18,80774.07,1156.15
54276.67,76355.22,35436.55
152510.45,53102.96,1156.15
2392266.28,8120509.84,18583.73
1975538.94,474859.77,1156.15
2678.38,2229.52,7630.74
2022706.95,6240126.89,2845.25
1194451.54,3714107.29,10334.57
1027155.46,6374559.83,6642.57
132542.94,44651.06,1156.15
32669.13,8745.74,1156.15
157681.40,199243.11,1156.15
813531.00,3473065.36,3691.03
2248.96,192967.36,20047.26
2293046.37,4113345.97,1156.15
30703.16,2229.52,3792.33
2248.96,2229.52,1156.15
134878.51,336939.48,1156.15
445450.41,279436.47,1156.15
5349394.22,15700205.14,1156.15
2248.96,2229.52,1156.15
19893.95,493792.03,1156.15
3741935.79,5910057.14,8703.75
2332546.06,9467690.75,8575.93
530565.46,47808377.07,1156.15
12411.67,44545.27,54638.32
2248.96,2229.52,1156.15
2679.27,703460.63,9335.59
34513.54,34083.82,19136.22
4684.34,2229.52,1156.15
630847.79,5322323.46,1156.15
1526475.54,4107770.81,1156.15
2248.96,2229.52,1156.15
66342.09,2522702.29,31809.99
72250.13,82662.48,42151.83
18413.85,400534.97,16145.40
4068939.91,3670836.08,35297.46
244670.60,31617.24,50803.86
111589.64,207718.23,11406.33
2248.96,1188537.08,1156.15
80778.63,1048659.07,1156.15
2248.96,2229.52,1156.15
2248.96,2229.52,1156.15
14588.77,19318.60,9544.71
8166.82,86910.58,54625.37
1353154.15,2911209.22,9620.38
102569.29,383456.00,27665.86
1894035.40,2480707.71,6873.16
826305.64,7545959.15,26436.17
26690.25,2229.52,18186.39
2248.96,2229.52,27782.42
743358.15,2441662.16,1156.15
2248.96,59610.19,1156.15
2248.96,19335.35,8585.10
70353.66,65773.16,29682.16
18124.96,99751.83,21035.35
166355.03,76175.89,50790.24
32346.42,61567.52,31602.66
74513.67,36038.56,47923.70
80615.10,19087.97,47928.88
205979.94,1550281.68,54178.08
2248.96,2229.52,1156.15
2248.96,2229.52,10509.55
43458.15,222657.75,1156.15
139023.61,311499.28,5616.99
2248.96,2229.52,1156.15
680151.04,539717.99,1156.15
1528818.77,4749537.35,1156.15
3354.20,936461.73,5425.96
62499.56,42604.20,1156.15
157370.56,955387.07,1156.15
83816.11,165429.41,1156.15
26701.78,2229.52,1156.15
48633.48,17201.71,1156.15
1418090.96,1002820.72,1156.15
2248.96,25721.20,1156.15
29277442.06,16184214.52,1156.15
2248.96,2229.52,1156.15
488070.40,1579875.49,1156.15
6273455.70,9501853.92,1156.15
2248.96,2229.52,1156.15
304730.89,737078.18,1156.15
2248.96,49019.88,1156.15
3783.95,159124.92,8542.37
2248.96,2229.52,1156.15
2248.96,2229.52,9549.94
2248.96,2229.52,1156.15
695587.01,1342442.97,1156.15
18488.86,38412.84,1156.15
44279.87,78629.57,1156.15
14520.73,381484.69,14232.02
501071.84,353511.66,1156.15
41754.29,521304.46,1156.15
74545.32,36237.81,1156.15
198645.18,31733.52,34490.58
20206.59,84894.75,27757.11
12690.68,2229.52,1156.15
74509.06,42592.00,1156.15
2248.96,23546.95,14341.43
2248.96,2229.52,19145.98
6738397.40,11856652.04,1156.15
2248.96,36296.19,4741.51
3649149.09,3927563.29,31380.58
1853699.35,1131578.90,1156.15
47549.24,908901.63,1156.15
1005560.42,2788597.18,37486.33
42339.27,65850.69,18166.91
20824.43,330701.29,1156.15
915605.30,317083.47,1156.15
3456451.68,10692942.42,1156.15
2248.96,2229.52,1156.15
1349819.35,1032237.21,72568.87
48315.21,63469.02,78622.60
115744.31,182338.29,1818.06
120085.28,1175702.08,1156.15
48391.80,59562.94,1156.15
1610321.91,1686621.42,32065.54
237104.34,311418.99,1156.15
20049.74,114625.27,9515.58
46062.89,817799.41,7381.44
2248.96,29803.04,37369.98
16693.85,2229.52,1156.15
46426.46,53210.79,1156.15
324756.16,23887235.46,17602.89
13279303.37,9090148.95,6772.12
3438085.67,4088883.35,1156.15
4539941.44,39349047.47,1156.15
18404.28,53239.27,1156.15
5929672.14,8013214.41,1156.15
36488.36,38301.55,22973.34
154173.68,112406.65,1156.15
1039603.62,1032740.59,28427.00
2031240.99,6845757.60,31448.21
904392.77,7891081.16,35926.71
30699.91,2229.52,8590.35
376570.45,775130.06,1156.15
165575.12,2323627.31,3082.76
24700.19,2229.52,1156.15
2248.96,2229.52,1156.15
2248.96,2229.52,1156.15
2248.96,19367.02,1156.15
2248.96,2229.52,1156.15
1927904.39,7771588.52,1156.15
2248.96,417562.61,1156.15
1517841.67,2461999.21,13596.09
2248.96,184575.83,1156.15
124506.27,400480.27,3670.59
10684.07,2229.52,8590.34
4864742.32,7325862.37,14988.22
2248.96,2229.52,10509.55
216644.61,732675.12,61145.21
75723.56,1226348.35,55236.69
2248.96,89174.17,21998.19
989107.28,5326195.72,1156.15
2248.96,40417.87,31609.12
931935.72,4822157.86,1156.15
410912.20,1418889.15,22551.35
28200.19,87000.59,28716.07
38885.99,1374881.24,1156.15
4175.67,91378.62,1156.15
272557.20,61453.13,1156.15
1118120.02,945563.18,88908.61
74461.84,42294.66,70952.25
650415.46,2939298.97,47036.29
5993389.57,3156336.70,29697.11
83157.74,978627.14,32281.95
2248.96,29957.33,1156.15
148212.89,455536.72,1156.15
14594.45,19354.36,1156.15
2248.96,2229.52,1156.15
7710082.60,1170105.04,1156.15
56506.89,40492.25,1156.15
2248.96,2229.52,1156.15
14630.70,13000.17,1156.15
52583.93,25642.30,7623.57
26455.87,44739.48,5698.53
2248.96,19367.02,1156.15
399861.07,201114.98,1156.15
12690.68,2229.52,1156.15
2248.96,2229.52,1156.15
2248.96,2229.52,12428.76
2248.96,2229.52,1156.15
2248.96,2229.52,1156.15
2248.96,2229.52,11469.15
797311.90,2229.52,1156.15
972575.77,505531.93,1156.15
2250527.57,6303452.12,1156.15
2248.96,2229.52,1156.15
20697.02,2229.52,1156.15
22364.86,59549.55,10492.01
2248.96,68009.90,18166.25
4859172.53,8651725.98,24178.98
35892.47,2601235.00,1156.15
22431.61,48999.08,1156.15
252834.70,711714.35,1156.15
2248.96,2229.52,1156.15
4605009.60,14961702.70,10735.04
6902729.83,29709389.20,23500.12
2264077.21,7436587.64,1156.15
46717.62,2229.52,1156.15
715751.25,2018080.21,1156.15
346732.30,391793.45,1156.15
94429.45,57329.63,17209.91
2248.96,2229.52,1156.15
2248.96,55374.07,1156.15
16680.63,4525.89,1156.15
414913.31,14402620.58,1156.15
2470440.00,18628158.23,1156.15
35183.28,267052.22,22903.42
20562.95,25702.44,1156.15
2386.72,48836.53,44081.38
2248.96,38429.57,1156.15
2248.96,15130.90,1156.15
5171878.83,6118330.47,1156.15
2248.96,27839.27,1156.15
2275805.50,7836894.31,1156.15
12308.35,65836.25,28722.54
344940.28,2229.52,21065.30
412376.16,810991.14,26575.57
278165.04,129160.64,16228.35
8160790.11,15489693.53,16331.27
3080394.51,10995998.51,46492.89
1045474.14,5541.99,14346.93
399292.56,1700572.86,29182.47
5891596.83,2756165.51,21183.00
56552.94,27617.33,40249.45
21197.65,262838.51,20985.51
86502.51,42478.64,24891.27
58203.69,91230.71,22957.16
2248.96,2229.52,29701.62
10657.46,6610.21,10508.20
2248.96,203618.98,5649.96
2248.96,44707.13,19132.97
2970941.61,11237632.37,31065.39
3104036.64,7206922.96,15024.57
598788.96,2166308.25,36716.94
1344281.25,2360492.69,17465.53
1126989.23,803980.08,10264.47
26538.26,27705.07,26814.99
32536.21,32044.41,1156.15
2248.96,2229.52,1156.15
24372.78,59587.36,1156.15
329556.48,595124.24,5530.30
2248.96,89251.83,3765.72
305943.59,171481.12,19094.22
462198.51,851261.08,8330.81
371919.08,537913.23,1156.15
629652.23,620255.18,1156.15
2248.96,17248.96,1156.15
18573.45,23586.41,1156.15
71725.57,175902.16,31567.71
360651.09,57127.48,1156.15
331551.40,243456.50,21951.03
3282271.81,4385568.65,1156.15
2248.96,21449.33,9544.06
1269359.91,2159297.05,30961.46
16681.68,2229.52,19145.99
58082.20,112407.24,23910.29
2248.96,61569.88,38319.87
17667.15,182441.04,1156.15
13442229.95,38069141.20,1156.15
18621.70,12919.48,19142.69
125316.95,256382.62,20027.88
2429828.63,10306257.01,27511.66
108265.78,89127.19,7604.17
339723.04,1620266.14,1378.54
2248.96,2229.52,1156.15
1935148.01,1239516.66,1156.15
229230.92,288128.46,1156.15
2248.96,451309.57,34362.33
56705.34,4441.27,11468.46
2248.96,86875.81,64221.41
2110080.16,398473.20,1156.15
4328201.10,9804594.04,1156.15
367511.36,2713130.98,5842.51
2248.96,2229.52,1156.15
30383.04,55227.63,28725.78
16693.85,2229.52,1156.15
445286.63,4867067.08,14780.17
2248.96,2229.52,1156.15
2248.96,341158.11,37274.81
1238023.55,24843678.60,14431.74
172369.00,2183776.11,15600.34
28695.09,2229.52,13388.37
536538.41,97049.59,34470.62
62451.79,48885.85,18172.09
2248.96,235409.31,1156.15
3325394.08,30856878.48,1156.15
2248.96,34193.45,1156.15
2248.96,19367.02,1156.15
2248.96,2229.52,1156.15
417836.64,207435.55,4689.20
121266.19,267057.71,1156.15
52721.89,2229.52,1873.13
47119.49,1334614.63,4344.66
38695.22,2229.52,24903.62
28641.80,12985.93,1156.15
387801.37,559017.29,15137.36
104242.82,93394.96,1156.15
18695.44,2229.52,1156.15
2384192.06,4977417.43,1156.15
58674.57,10817.94,5708.90
2248.96,2229.52,1156.15
2248.96,860237.51,1156.15
18695.44,2229.52,1156.15
150412.19,70049.48,1156.15
24539.52,29919.18,4743.46
1066078.64,4112422.84,12132.02
54659.72,10748.44,22981.76
54306.68,72155.88,26801.40
4036367.50,7278009.49,10204.83
695144.08,9954.32,56568.10
184885.21,1044317.16,1156.15
2248.96,36311.51,1156.15
2248.96,125254.78,4714.32
3593293.13,16523631.10,34247.69
2248.96,4540.59,1156.15
1440225.92,280543.34,1156.15
16501.87,34118.48,15297.80
30668.76,6561.26,17225.43
299540.15,243577.94,1156.15
242872.93,2229.52,1156.15
2248.96,8776.71,1156.15
503949.12,17388919.46,9993.14
12455.56,42627.49,7618.38
26701.78,2229.52,1156.15
2248.96,2229.52,1156.15
28564.91,25666.72,7623.56
2248.96,2229.52,1156.15
36394.37,57457.09,1156.15
447429.77,982542.07,20765.52
18468.90,38287.17,30650.17
58508.47,40490.21,1156.15
963202.92,1797551.57,1156.15
2248.96,2229.52,1156.15
2248.96,2229.52,4751.93
1337091.96,464907.26,3650.89
478059.21,6491627.05,2768.37
19985.43,125191.06,15269.96
27670.70,534027.07,1156.15
1258705.76,522185.49,1156.15
2248.96,2229.52,1156.15
1821352.56,8555375.11,1156.15
2248.96,2229.52,1156.15
2248.96,2229.52,1156.15
66273.13,82843.31,1156.15
2500.35,34193.00,1156.15
67223.96,264922.03,18106.06
40225.28,87086.48,5685.58
12683.05,2229.52,12428.76
21211.12,262923.31,1156.15
2248.96,55374.07,1156.15
98545.67,36095.90,28731.63
2333066.16,11833595.13,1156.15
94691.66,12903.47,4748.66
2248.96,46901.82,1156.15
4097264.75,19058586.23,1156.15
2248.96,2229.52,1156.15
9962250.25,3205379.34,1156.15
48616.11,17092.38,26818.24
2248.96,2229.52,11469.15
2248.96,2229.52,16267.17
38495.14,38332.22,15296.51
187217.44,635531.24,1156.15
2067713.03,3965311.56,1156.15
480435.54,4672235.40,1156.15
38420.12,53218.93,1156.15
10689.10,2229.52,1156.15
104448.25,57387.91,1156.15
598568.12,103446.97,9518.99
141833.53,521202.73,1156.15
13246.06,603844.35,22800.48
2248.96,2229.52,28742.02
103998.98,2238902.65,18462.30
91133.97,281764.45,36333.36
4435.59,42549.79,27770.06
10422.11,49011.29,1156.15
18694.95,2229.52,1873.12
2248.96,169729.98,5660.32
53406.62,228855.67,35389.93
60618.82,21425.62,1156.15
89306.28,603767.03,22800.50
2248.96,190930.01,1156.15
13770.22,512796.33,16111.09
879455.12,5250056.97,1156.15
2248.96,2229.52,1156.15
509083.69,2229.52,1156.15
313779.79,1255991.02,1156.15
3457486.58,5247376.15,13704.32
34350.21,63773.46,10490.72
2248.96,13012.83,1156.15
2248.96,25721.20,1156.15
2499567.61,4401190.65,1156.15
922864.74,2202140.03,1156.15
2248.96,112513.71,12395.03
12332.77,63795.84,10490.72
60728.72,2229.52,1156.15
2280162.27,4617454.77,1156.15
2248.96,2229.52,2832.72
2248.96,29957.33,1156.15
68059.71,118788.04,15271.92
861918.32,2356714.42,25143.50
2248.96,2229.52,1156.15
1234108.91,2377621.84,1156.15
1961051.62,1959554.57,17588.08
8091.82,106185.67,4720.14
111247.44,3075601.31,1156.15
3152998.32,4591150.63,1156.15
18963.56,1006312.89,12121.83
1598242.83,8017617.24,1156.15
2248.96,2229.52,1156.15
2248.96,2229.52,1156.15
2248.96,159159.08,1156.15
5318.24,1294429.53,1156.15
2311316.62,11784837.51,12665.68
2248.96,2229.52,1156.15
2147192.53,1258270.54,22600.45
16664.80,2229.52,44095.69
232830.95,709616.61,1156.15
2248.96,29957.33,1156.15
3057586.34,13245597.41,1156.15
22381.89,55268.47,21048.95
784442.24,853055.69,7370.66
527473.50,3793132.70,15108.42
62705.79,2229.52,37378.48
1425809.49,2229.52,1156.15
2248.96,74436.62,1156.15
2248.96,17248.96,1156.15
669926.12,2331586.95,3080.33
70638.82,19297.39,1156.15
2457111.06,8334448.57,1156.15
24984.69,303162.40,1156.15
4417.35,49017.39,1156.15
50492.31,38242.35,33528.99
3048131.18,18057726.17,16505.93
28522.17,31980.03,17217.66
2248.96,15130.90,1156.15
20684.85,2229.52,19145.99
995106.34,2871370.24,1156.15
3521645.61,2773462.25,6783.67
2248.96,2229.52,1873.11
1651474.39,3247700.48,3759.91
18682.21,4523.86,1156.15
51448.93,1277422.84,4362.14
403638.62,590808.76,6491.22
2018809.05,2361962.05,8828.66
2248.96,29929.75,7622.26
595791.36,3748648.44,1156.15
41741.17,1576093.03,1156.15
2248.96,2229.52,1156.15
2248.96,2229.52,1156.15
2248.96,10891.72,1870.46
2248.96,99853.37,1156.15
64646.16,17185.43,1156.15
3725626.10,3156649.32,1156.15
2248.96,2229.52,1156.15
45858529.12,34416430.35,1156.15
682485.89,473795.46,62183.93
2248.96,2229.52,1156.15
2248.96,2229.52,1156.15
3227395.46,8390855.76,1156.15
35306.80,248082.63,1156.15
1241053.09,5370418.55,1156.15
827432.65,1035131.56,14991.83
8126007.28,11414687.06,1156.15
1427728.95,4575960.27,1156.15
2248.96,470514.15,1156.15
78616.93,370735.27,36306.17
2248.96,2229.52,1156.15
46717.62,2229.52,1156.15
6685.93,2229.52,1156.15
2248.96,2229.52,1156.15
155263.55,1675526.01,1156.15
2248.96,118700.32,51736.84
1000707.77,132629.57,23904.11
2134745.31,2384999.55,42407.71
2472675.40,53315314.13,17244.35
846247.17,1596391.38,15779.88
46711.94,2229.52,9549.96
8380941.23,60750051.98,6335.43
2248.96,2229.52,1156.15
2248.96,2229.52,6671.13
12544.53,27828.64,1156.15
2248.96,2229.52,7630.74
2248.96,173957.94,7578.24
2248.96,6504.36,37377.10
55429.07,1980521.32,25258.49
2248.96,2422.53,1156.15
2248.96,6658.65,1156.15
956155.54,927012.88,7348.06
5324324.78,13779152.88,1156.15
5379819.27,10364715.19,19816.98
2248.96,2229.52,1156.15
459062.72,349318.28,1156.15
6227569.45,2808828.38,8692.07
16545976.63,29415727.93,33185.90
21654669.91,39820715.19,37682.34
24386.72,55286.87,16250.93
44533.63,34150.27,1156.15
2671481.82,931651.02,1156.15
76415.59,55156.31,34483.42
8673.39,2229.52,22024.80
2248.96,32075.39,1156.15
2248.96,2229.52,1156.15
231409.39,607951.66,1156.15
3688159.87,11126907.03,1156.15
68138.21,101729.10,42146.01
2248.96,2229.52,19145.98
54715.04,2229.52,14347.98
50317.94,67862.52,41196.76
308154.67,487121.39,6522.91
1003026.84,79773.06,1156.15
2248.96,19363.96,1867.87
2248.96,55215.69,38321.81
13061407.48,15357713.98,1156.15
2248.96,2229.52,1156.15
14461.53,42653.03,1156.15
38556.35,23358.64,49846.78
2248.96,34149.52,11459.38
60714.60,2229.52,22024.81
56230.17,87021.15,17200.84
2029988.96,2848775.01,85448.07
11810825.97,20194333.80,32166.10
58689.73,8719.29,1156.15
1486345.24,265658.89,3711.80
5892009.87,9351852.56,1156.15
2691548.25,2676903.18,1156.15
23019.36,296810.27,1156.15
2248.96,2229.52,1156.15
3543594.01,10152715.48,6447.34
2248.96,44783.76,1156.15
56664.29,8571.12,36416.86
42636.57,10674.82,43133.44
3010894.56,4582574.98,58049.24
36659.74,10856.67,1870.47
2248.96,2229.52,1156.15
23853334.40,43521021.92,1156.15
455639.59,247655.37,1156.15
888603.20,5749847.48,13550.73
2248.96,59610.19,1156.15
32617.07,17194.49,6666.55
192732.81,16962.24,22979.86
1432855.83,4027352.56,6400.41
212438.15,1476335.52,9099.36
48361.47,415384.04,3666.03
12619.94,10750.30,32577.79
71458135.11,49943252.91,1156.15
999872.03,5542148.96,17452.63
2248.96,688674.49,1156.15
20697.02,2229.52,1156.15
2169269.62,548794.57,1156.15
16693.85,2229.52,1156.15
20623.37,15112.13,1156.15
22637.04,12992.03,1156.15
370974.33,2229.52,1156.15
12732.29,694957.80,14136.21
9525124.64,18074429.12,19379.63
15484483.91,4620748.96,53239.56
2248.96,51137.95,1156.15
2248.96,538219.57,18022.52
2248.96,593361.71,1156.15
2248.96,2229.52,33540.04
2248.96,2229.52,1156.15
27596.24,195099.39,10450.58
433578.04,251788.20,30584.91
731296.98,1749072.21,1156.15
396909.22,16847.69,1156.15
583294.58,8745120.13,3039.17
2248.96,59610.19,1156.15
816186.96,200668.29,6610.47
2395111.55,6567927.46,30573.53
52270.14,78520.28,24880.25
7425173.76,38123886.13,17089.74
116012.29,1537861.03,8120.95
2682.76,2229.52,1156.15
4324712.80,2346945.43,1156.15
34029.05,470422.92,14204.84
471241.40,319653.20,1156.15
63056.81,294611.65,10420.16
4485096.10,12473079.74,20132.14
174538.33,46563.93,39284.06
1713785.05,1798906.69,1156.15
10672.38,2229.52,25863.21
4289880.55,2137294.11,1156.15
2248.96,2229.52,1156.15
1363717.49,1411659.54,1156.15
28698.33,2229.52,8590.35
834627.92,126541.32,1156.15
2248.96,2229.52,1156.15
48167.95,97648.21,10480.37
44705.16,2229.52,17226.79
2248.96,2422.53,1156.15
2248.96,2229.52,1156.15
3372847.40,23943544.98,1156.15
2248.96,711973.19,1156.15
222392.11,80461.31,25839.26
1625864.94,7030411.67,38108.98
581527.73,1679019.08,73330.78
66329.57,70033.78,24882.85
10884041.97,39850780.43,24238.72
2248.96,17217.29,8585.75
5589257.22,79596877.50,69666.10
1788730.29,3387000.55,86243.15
122777.84,2229.52,1156.15
566640.79,438166.99,1156.15
9166105.78,30484511.63,1156.15
916365.76,5095402.17,1156.15
1111542.70,1056060.06,6349.01
2230855.95,7644116.88,17769.75
66828.33,328255.45,67026.44
2972859.69,6336313.26,68068.83
2248.96,2229.52,2832.72
22140.46,99825.42,2802.88
38711.28,2229.52,1156.15
35516.05,1260388.41,29317.02
16475.20,40532.94,1156.15
117081.76,298832.70,1156.15
2248.96,2229.52,1156.15
420440.48,453141.93,1156.15
2248.96,2229.52,1156.15
30135.85,101942.48,1156.15
378979.56,2229.52,1156.15
5144367.67,6730474.82,1156.15
641379.69,4879640.32,1156.15
70386.27,61590.17,17208.61
115825.01,519111.13,1156.15
22698.60,2229.52,1156.15
2248.96,781869.24,1156.15
1256402.85,16011482.77,1156.15
62724.62,2229.52,9549.96
365539.07,251951.39,8514.00
20659.63,8757.95,1156.15
520504.38,103514.06,12397.78
283510.54,597305.40,1691.22
1624113.53,674237.00,18940.55
11454856.39,19442946.50,1156.15
1165804.36,1017888.17,4441.47
494740.82,410705.42,1156.15
37403.27,231124.88,3722.35
6009318.09,6682998.20,1156.15
50117.70,103902.26,33508.92
48037.77,116575.88,42141.47
42392.55,55215.42,28725.79
924802.54,1511653.93,1156.15
1023551.72,3142252.32,46974.26
2248.96,353739.77,67018.65
1597789.07,1078827.51,14978.48
18452.13,44763.97,1860.11
26401.69,53174.94,14332.37
2248.96,19367.02,1156.15
72197.25,91106.11,48866.47
48468.51,42492.77,30648.88
121504.22,925726.86,11186.86
553325.13,1719600.45,1156.15
2248.96,36311.51,1156.15
4634.87,10892.28,1156.15
2248.96,2229.52,64247.36
1876940.65,1957166.34,101074.24
4761524.94,24005299.83,81860.18
75216.14,2372372.92,17461.90
388988.62,2229.52,1156.15
2248.96,273534.42,1156.15
2248.96,42665.70,1156.15
48428.05,53208.76,1156.15
22528.29,32054.59,1156.15
3393599.18,4518892.54,1156.15
2524.52,29956.87,1156.15
36291.77,72170.10,27761.00
2447525.43,5453914.17,1156.15
2698002.62,5752186.90,26984.45
341124.46,671321.34,15103.03
2248.96,2229.52,4751.93
35995.51,125158.43,19108.38
333537.01,245548.01,27708.01
551403.59,1353123.58,13935.03
232955.12,1389510.37,1156.15
2978417.43,12034073.11,16427.91
1233838.61,2072566.69,13715.13
130452.39,59451.94,7613.24
237091.22,1366207.59,1156.15
723438.99,2424737.80,1156.15
52215.56,89147.37,16240.58
61461.94,220379.36,34432.92
30498.37,38400.64,1156.15
34389.06,57435.63,6654.25
2248.96,2229.52,5711.53
56576.31,27764.47,5703.72
2860062.20,12784063.20,1156.15
168792.31,707563.69,1156.15
2248.96,2229.52,1156.15
2248.96,2229.52,1156.15
2248.96,89263.06,1156.15
60630.56,14917.15,37374.53
1177772.23,674767.34,1156.15
52721.89,2229.52,1873.13
50526.30,36262.23,1156.15
1040661.03,850701.70,1613.77
36433.53,46732.93,32566.79
1052418.99,5804750.14,13533.95
26701.78,2229.52,1156.15
34699.84,2229.52,13388.37
297457.26,3414264.17,8507.01
18693.65,2229.52,3792.33
2674.48,2229.52,13388.36
2248.96,10894.77,1156.15
40711.73,2383.41,1156.15
1423890.55,4897907.46,1156.15
116762.87,2229.52,16267.21
6684.79,2229.52,2832.72
276244.96,465940.63,14206.21
2085319.55,879295.61,1156.15
2248.96,2229.52,1156.15
2248.96,46776.14,30647.57
74496.98,44710.06,1156.15
447222.40,319677.61,1156.15
2248.96,2229.52,1156.15
2248.96,2229.52,1156.15
62404.90,52978.92,51756.93
2028631.42,3446372.98,13295.21
1155280.68,403558.25,29578.92
6652.98,2229.52,49853.31
2248.96,40547.64,1156.15
773805.96,1314828.87,1156.15
622541.37,3269942.19,1156.15
888703.79,3278143.94,1156.15
287711.91,211819.22,1156.15
2248.96,72318.56,1156.15
40629.00,15027.42,16263.24
1081368.88,1784723.13,1156.15
2248.96,4540.59,1156.15
52153.28,101920.10,1156.15
1219335.48,3563744.53,1156.15
87947.58,139903.36,25821.09
1524917.94,7187416.08,1156.15
20393.78,55355.30,1156.15
133476.76,582634.63,1156.15
2248.96,59610.19,1156.15
29978.76,129477.29,1156.15
88199.65,97607.52,10480.38
34432.20,48930.68,14333.67
4684.34,2229.52,1156.15
8611.43,15109.02,4747.98
32145.54,97603.18,24874.42
345739.41,4070728.65,27498.41
2248.96,2229.52,6671.13
2248.96,1610031.33,1156.15
8687.51,2229.52,1156.15
672503.20,823394.17,36167.81
30244.61,82879.93,1156.15
2248.96,2374.51,12428.70
21957.77,2236941.55,1190.05
20423.20,44569.83,46961.49
40143.78,101932.31,1156.15
22749.78,343384.12,6566.85
2248.96,21420.72,16261.28
2248.96,99853.37,1156.15
2248.96,146450.72,1156.15
2248.96,207874.51,1156.15
2248.96,29957.33,1156.15
509747.28,2691822.26,2010.61
324720.81,1791765.75,19558.57
2721760.94,13512573.27,53400.50
18663.14,2229.52,48893.71
490462.01,2213169.81,1156.15
2248.96,27738.11,24895.78
28670.42,2229.52,49853.31
2248.96,419669.44,3664.72
54723.96,2229.52,1156.15
827061.66,2854544.60,12516.51
914753.69,5372685.24,42454.09
2248.96,23596.00,2826.18
2248.96,135860.41,1156.15
1379141.58,810008.44,26575.87
17155224.54,7527108.21,58108.82
2140570.60,2414581.03,57752.31
2248.96,2229.52,42176.47
11117006.86,14808990.44,1156.15
350996.94,696788.24,1156.15
2248.96,305305.33,1156.15
6744920.69,16677325.22,1156.15
2248.96,254471.86,1156.15
2248.96,152804.90,1156.15
307621.28,1984606.38,1156.15
43591.07,199359.08,1156.15
1374178.04,76754689.96,26393.12
2248.96,2229.52,23944.00
113937.77,146267.87,17182.73
23267.88,2707081.84,16399.99
61967.86,135798.92,1156.15
