EYFP_ERF,mKate_ERF,EBFP2_ERF
115514.16,1275255.10,1156.15
145122.69,1698834.89,1156.15
2248.96,2403.12,5711.47
4684.34,2229.52,1156.15
53067.30,292543.61,1156.15
2248.96,34193.45,1156.15
6676.35,2229.52,15307.57
2248.96,2229.52,1156.15
287808.59,194874.73,1156.15
468223.95,5409328.68,1156.15
2248.96,2229.52,1156.15
2708523.61,6718124.15,1156.15
24674.88,6635.81,1156.15
2248.96,55374.07,1156.15
5737266.40,17173778.51,41725.79
34453.12,44674.12,19132.98
1003419.68,7645.55,27780.73
1749488.60,4662473.12,1156.15
2248.96,2229.52,1156.15
716691.49,99126.57,1156.15
2248.96,1292286.32,9155.61
2248.96,2229.52,47934.10
69698.29,533948.59,9387.41
2248.96,2229.52,1873.11
3859900.97,4878394.24,21493.92
2248.96,49019.88,1156.15
224624.28,743469.83,11242.57
12573.80,21430.52,11463.27
24700.19,2229.52,1156.15
2248.96,10894.77,1156.15
50720.79,2229.52,1156.15
2682.76,2229.52,1156.15
6625623.36,3556103.33,6544.45
3087355.80,13290043.56,1156.15
2248.96,89263.06,1156.15
2248.96,2702951.19,1156.15
2248.96,2229.52,1156.15
2248.96,3656078.95,1156.15
2248.96,4394.48,35458.54
194936.05,2440101.41,1156.15
79703.85,180105.61,37324.04
6297728.63,11211079.58,1325.83
1056763.18,484265.86,1156.15
624868.49,16543732.06,1615.06
3985434.40,6030501.43,17303.36
2576.17,14923.02,49849.36
2248.96,2229.52,61368.55
2248.96,2229.52,1156.15
2248.96,32027.37,12419.63
2248.96,2229.52,1156.15
2248.96,279888.60,1156.15
38268.93,74208.47,45992.83
2248.96,2229.52,20105.59
2248.96,241763.49,1156.15
2248.96,63846.31,1156.15
14331.91,59390.11,49835.77
1636653.52,1282075.80,25471.98
2248.96,2229.52,1156.15
2248.96,2229.52,1156.15
1302551.66,204433.51,1156.15
571132.81,2229.52,1156.15
2248.96,2229.52,1156.15
1846931.09,3368169.35,18117.13
2248.96,2362.25,15307.51
2248.96,2229.52,1156.15
128708.95,15002.26,1156.15
3763267.18,21818743.25,1156.15
2248.96,2229.52,1156.15
5954.33,1533768.42,1156.15
2248.96,847529.12,1156.15
2248.96,1031762.23,9235.25
54440.25,48861.29,25848.92
4598.61,17246.47,1156.15
4134814.96,3355330.14,1156.15
2248.96,860237.51,1156.15
2248.96,2229.52,22984.40
68360.33,408674.34,82355.49
45715.03,523227.37,45855.58
4544141.27,12297196.87,25943.51
2248.96,2229.52,21065.19
354198.75,1185981.80,17824.53
2248.96,1203247.52,27415.28
26482.53,33936.64,55601.17
2248.96,29892.96,16258.69
6660.62,6654.13,1156.15
228861.83,2229.52,1156.15
2248.96,2229.52,27782.42
58568.89,29899.91,1156.15
2248.96,68042.60,10489.42
2248.96,2229.52,1156.15
2248.96,27807.60,8582.51
7075415.28,7512105.41,18769.70
13681.82,178169.14,10455.76
1113460.71,8789060.70,3025.74
340114.59,1200895.07,1156.15
2248.96,2229.52,1156.15
272969.46,1389360.35,26398.79
30694.72,2229.52,16267.18
2248.96,85026.93,1156.15
54288.10,74233.07,36396.79
6612.28,15126.37,1156.15
14360.47,59569.95,7613.20
8468.86,40541.08,1156.15
14692.27,2229.52,1156.15
8488.65,387901.15,1156.15
43947.92,135781.47,9509.11
10410.02,51129.35,1156.15
3141986.22,12480733.95,35483.44
2248.96,517047.13,16109.79
2248.96,504171.19,55457.43
522551.18,1846556.30,37774.27
438800.43,1444346.94,6230.33
592491.92,4326876.44,1156.15
569961.83,1961041.15,1156.15
902414.29,1575166.05,12907.56
16391.57,50977.14,35444.30
44391.13,57388.67,15290.69
12809057.92,8012417.05,35889.62
2248.96,2229.52,1156.15
1969457.18,8906768.55,10666.59
689297.74,338445.98,12325.97
61754.25,872807.74,17920.25
1466653.14,1960012.16,28143.57
9596.80,188628.64,42119.44
2248.96,282006.66,1156.15
14103.05,800691.27,53447.59
110810.20,1747536.83,11895.27
198125.82,125005.89,16229.62
38694.57,2229.52,25863.22
70249.70,87060.05,4725.99
74738.67,2229.52,2832.74
225203.58,292368.64,1156.15
839918.66,1304171.42,1156.15
805336.85,348966.30,1156.15
62004.82,122866.78,53654.77
38333.10,68030.04,4731.81
303865.86,186362.73,6614.84
1270562.35,195917.20,19086.76
121224.90,273380.22,8507.45
314223.74,1527032.51,16760.68
52351.48,63673.41,29682.80
2248.96,341312.40,1156.15
18423.41,48971.48,8576.04
2248.96,764924.74,1156.15
2248.96,2229.52,1156.15
1803183.05,6123767.38,23992.07
106252.51,89055.65,24877.03
676945.58,1094401.82,59115.44
2622493.81,14071834.70,54189.16
8601.05,15043.62,20101.64
23277.08,245773.45,48819.20
2248.96,2229.52,1156.15
2248.96,2229.52,1156.15
2248.96,8736.87,10507.55
1055826.15,2051616.20,2206.30
1849335.48,15578798.42,1156.15
22698.60,2229.52,1156.15
1963423.85,5049704.61,35835.60
409384.89,283628.49,20019.55
12672.02,2229.52,28742.02
140742.56,12636296.27,32557.08
2248.96,2229.52,35459.25
2248.96,2229.52,1156.15
546975.45,726193.67,12207.45
2248.96,2229.52,1156.15
16693.85,2229.52,1156.15
430753.87,1101254.56,1156.15
2248.96,2229.52,1156.15
154911.03,3842290.87,1156.15
2925761.58,11091675.37,1156.15
2248.96,2126827.73,1156.15
72555.82,34121.79,1156.15
34708.12,2229.52,1156.15
6648602.09,5142526.67,1156.15
2248.96,10894.77,1156.15
47570.08,203591.14,1156.15
3167821.56,13217894.30,10308.45
18572.97,23583.36,1866.58
1146589.80,3328535.99,42119.31
2248.96,2229.52,1156.15
12690.68,2229.52,1156.15
158039.73,7851649.92,23463.93
63949.49,135671.21,30620.40
2248.96,2229.52,25863.21
489469.61,277098.93,42092.40
13289.37,248105.01,1156.15
826016.30,1285123.14,1156.15
2248.96,2422.53,1156.15
2248.96,2229.52,1156.15
238051.72,7512785.94,1156.15
2248.96,6658.65,1156.15
1001366.98,721543.72,1156.15
116634.65,377200.97,1156.15
33764.41,167598.33,1156.15
48719.21,2229.52,1156.15
2248.96,10894.77,1156.15
2248.96,209992.57,1156.15
40288.78,76515.57,1156.15
2248.96,2229.52,1156.15
2248.96,2229.52,1156.15
6409760.55,68048588.72,38650.25
2248.96,2229.52,1156.15
2248.96,2294051.92,27081.86
3869.19,495926.36,1156.15
2248.96,95616.78,1156.15
2248.96,2229.52,1156.15
5110285.99,30242878.83,14700.63
1066157.33,6205107.91,1156.15
77128.72,281815.47,27696.92
102959.48,317894.19,4655.43
2248.96,34133.17,15297.80
2248.96,2229.52,1156.15
1778030.14,712282.02,1156.15
413007.62,2229.52,1156.15
1915502.79,5028548.30,41599.68
3735296.86,17593032.21,50234.06
829379.60,344702.68,1768.43
55076.59,642019.72,1156.15
234866.58,2229.52,1156.15
48672.63,2229.52,70005.00
3175066.05,2477315.21,1156.15
2248.96,2229.52,1156.15
82746.15,2229.52,1156.15
92523.33,42573.69,1156.15
44618.22,19323.84,1156.15
80646.75,19287.22,1156.15
104158.23,108221.39,1156.15
41577.41,201479.17,1156.15
112490.35,51022.53,1858.20
971375.70,4572086.55,23506.75
94622.80,23440.64,17220.27
3543144.50,2163469.67,1156.15
517728.29,942312.45,1156.15
2248.96,2229.52,1156.15
4115.25,101968.93,1156.15
40183.27,794457.76,18903.81
771252.34,3867069.78,2610.99
2248.96,523465.70,1156.15
2248.96,34193.45,1156.15
550934.57,33635.52,1156.15
8009469.81,1669660.41,1156.15
847215.67,24850.93,3785.40
54017.57,476812.96,1156.15
228716.94,2834024.43,1156.15
600332.66,1198512.49,1156.15
12690.68,2229.52,1156.15
2248.96,2229.52,1156.15
32604.98,19312.55,6665.90
10607.82,15074.29,12424.81
2248.96,1548607.57,1156.15
2248.96,2229.52,1156.15
28496.70,36207.98,19135.57
541829.40,1276875.33,15877.54
2248.96,2229.52,1873.11
2248.96,2276.41,35459.19
138310.87,82648.47,29677.00
845166.49,1086006.99,1156.15
16233.51,82894.17,1156.15
2248.96,25721.20,1156.15
2248.96,32075.39,1156.15
643019.56,31423.87,1156.15
308501.13,76242.94,1156.15
48861.86,326380.47,14248.87
1021528.06,4555192.67,1156.15
22698.60,2229.52,1156.15
2248.96,307423.42,1156.15
20659.63,8757.95,1156.15
2248.96,2229.52,1156.15
2248.96,2422.53,1156.15
5366662.68,43566.75,1156.15
591148.64,2229.52,1156.15
2248.96,2229.52,1156.15
2248.96,2229.52,6671.13
2248.96,309541.47,1156.15
12301.46,67987.01,21045.06
22664.36,2229.52,51772.52
32706.53,2229.52,1156.15
32702.80,2229.52,6671.14
868722.96,465394.58,1156.15
1132324.89,571009.66,5537.67
2248.96,2229.52,1156.15
2248.96,17248.96,1156.15
2248.96,2229.52,1156.15
3820217.04,7977218.21,2314.29
2248.96,201496.82,6610.22
26588.15,21436.72,6665.25
907233.81,28993.31,11460.96
8687.51,2229.52,1156.15
2884958.98,1753193.21,10933.94
12531.96,29943.64,1864.64
2248.96,2229.52,1156.15
26701.78,2229.52,1156.15
40687.22,2229.52,37378.41
99788.16,171739.73,7578.91
1603666.82,23551223.21,32099.64
2248.96,13012.83,1156.15
2248.96,46849.72,13374.70
2248.96,68082.44,1156.15
2248.96,2229.52,1156.15
2248.96,2229.52,1156.15
257941.89,167370.45,1156.15
2248.96,2229.52,1156.15
2248.96,154922.52,1156.15
3464876.41,3252226.60,1156.15
2248.96,976730.91,1156.15
2248.96,2229.52,1156.15
4441.52,44781.27,1156.15
795055.38,46095.67,1156.15
125121.01,290255.25,23855.93
225159.96,1351353.47,10097.16
46445.35,46747.28,26809.17
2248.96,19367.02,1156.15
100963.66,1018985.89,1156.15
2235494.65,5079234.62,1156.15
2248.96,2229.52,1156.15
2248.96,42665.70,1156.15
6681.05,2394.51,6671.07
1336514.08,10038486.67,1684.24
7933.09,480945.67,36272.48
94730.50,2229.52,38338.09
46690.52,2229.52,41216.89
453193.80,321655.72,32482.76
32435.70,42382.34,60396.60
803103.23,2839591.30,48026.37
494588.10,86644.03,1156.15
2683152.90,990944.55,1156.15
488707.73,4625629.58,1156.15
22487.66,390004.96,1156.15
2248.96,2229.52,1156.15
618451.36,1531027.75,1156.15
2248.96,2229.52,1156.15
26313.94,70175.63,1156.15
2248.96,2229.52,1156.15
2603619.11,3003172.27,1156.15
2248.96,2229.52,7630.74
72313.40,74284.24,20083.54
46709.34,2229.52,13388.37
2248.96,2229.52,1156.15
3064951.34,1072952.91,49525.96
2248.96,2229.52,22024.79
2248.96,2229.52,1156.15
7416552.70,2229.52,1157.77
2248.96,97683.20,13359.17
32673.58,2229.52,49853.31
1989410.80,4350607.15,62918.16
2248.96,25656.84,16259.99
8850.69,324356.24,1774.65
12145.76,97724.67,1156.15
2327980.88,6760871.95,1156.15
45399.31,233246.03,1156.15
2248.96,106207.55,1156.15
3419863.83,2364581.91,53929.18
2248.96,68009.90,18166.25
2248.96,97695.46,10480.35
1014444.22,183545.87,1156.15
117661.79,197165.75,1156.15
789332.59,6660709.63,13272.32
955501.00,1390805.08,21600.33
1452657.21,900862.68,61093.80
1277950.59,303917.92,21932.55
2248.96,74384.52,13366.29
2248.96,451407.66,11331.84
2248.96,27839.27,1156.15
437814.51,4424466.89,1156.15
1063611.51,1037034.03,9233.63
10689.10,2229.52,1156.15
2344092.10,4638570.28,1156.15
17981.33,127371.43,1156.15
56429.62,1105847.64,6333.79
2610758.97,4557793.71,4319.07
201819.49,175712.69,45002.20
828772.72,3608620.46,1156.15
2248.96,15130.90,1156.15
1013461.07,706705.10,1156.15
849587.18,2416137.54,1156.15
1152367.10,212949.03,26758.37
352877.43,364147.29,25752.55
15262436.07,17581392.72,32005.17
2248.96,2229.52,8590.34
8650.12,8770.15,1156.15
189117.07,650246.30,26624.71
46704.31,2300.68,19145.94
2648790.99,1751359.13,1156.15
10354.61,52974.59,65191.37
8659.11,2229.52,43136.08
354620.00,2164516.17,18485.03
2248.96,21485.08,1156.15
102434.59,59508.01,1156.15
2248.96,2229.52,1156.15
41742.20,171798.74,7578.90
2739196.39,1691934.32,7114.25
2248.96,2229.52,1156.15
10689.10,2229.52,1156.15
8931.39,661129.05,1156.15
853121.15,393396.75,1156.15
68735.05,2229.52,1156.15
88628.92,23515.20,1156.15
41277.60,2008175.55,1156.15
97027.87,305195.98,3699.71
162118.87,120790.05,20069.32
46638.47,366674.73,2721.32
2248.96,1146133.51,10159.89
2248.96,23603.14,1156.15
236447.43,777390.50,1156.15
3039335.31,4165538.61,1156.15
1658389.39,17468138.06,32039.79
5089287.77,8666427.54,1156.15
1752669.81,947411.31,1156.15
18476.78,40530.91,1156.15
34701.14,2229.52,11469.16
624446.61,1181532.27,3431.85
2248.96,432389.03,1156.15
4668336.17,2458796.78,13597.07
169849.39,521134.41,10350.93
18683.91,2229.52,18186.38
546278.86,148014.91,1156.15
34646.55,12979.83,1156.15
2248.96,2422.53,1156.15
64731.89,2229.52,1156.15
1661577.44,11300529.45,1156.15
821249.75,3523906.13,1156.15
12375.35,57481.50,1156.15
34580.45,23534.38,9543.42
2248.96,2229.52,5711.53
2248.96,1042390.78,1156.15
96205.48,93207.94,46946.62
32440.50,44606.67,35446.25
102116.02,114550.03,7596.39
1214016.96,5541775.94,53917.64
10385.77,53170.78,19130.39
2248.96,2229.52,1156.15
32680.48,4428.90,20104.89
6108289.65,4420805.56,3401.34
27073.78,283963.96,32494.28
26300.22,67895.11,39277.54
104270.15,86984.58,14322.04
34708.12,2229.52,1156.15
13377.29,934352.94,1156.15
15411.80,226922.36,1156.15
20697.02,2229.52,1156.15
2248.96,2229.52,1156.15
1627969.10,8419997.00,3138.55
48714.83,2229.52,7630.75
915694.64,1352769.63,10096.73
1133611.21,2100259.50,1156.15
2248.96,29957.33,1156.15
2248.96,237467.09,15235.65
4031264.91,1504126.37,32121.32
2248.96,2229.52,69045.38
64561.57,32011.86,1156.15
18662.49,2229.52,49853.31
52209.72,89110.59,24877.02
27940.92,135833.51,1156.15
2248.96,343430.45,1156.15
2248.96,29957.33,1156.15
2248.96,2229.52,1156.15
446271.49,1884746.41,40641.41
8565.53,23596.58,1156.15
240660.40,389783.19,1156.15
3790834.69,5058591.63,1156.15
33849.00,152771.89,1156.15
2248.96,32068.24,2823.59
1079548.42,1049705.71,14027.77
76458.43,1800379.90,45465.21
92108.89,110176.94,42143.42
80415.77,57327.52,21048.32
226218.65,114451.47,1156.15
94370.42,768982.02,19871.20
52515.80,38378.25,1156.15
26701.78,2229.52,1156.15
2248.96,101971.42,1156.15
2248.96,27839.27,1156.15
2248.96,51137.95,1156.15
3931052.30,3285641.69,1156.15
412445.19,1503702.56,1156.15
1639183.73,841624.20,1156.15
2248.96,27815.77,6663.30
2248.96,229055.13,1156.15
1202423.16,9680513.62,39218.16
3220535.15,6082087.71,23045.21
51403.98,231045.24,19076.02
388762.50,391731.32,5592.47
245961.67,160984.55,11420.61
2248.96,2229.52,1156.15
655225.74,698597.00,1156.15
2248.96,2229.52,1156.15
2248.96,235409.31,1156.15
2248.96,2229.52,1156.15
8572171.35,27585539.73,1156.15
1432738.43,5101231.10,1156.15
22574.19,23567.02,4745.40
61027.81,298829.39,15216.89
1425099.42,12753703.05,8531.13
629417.21,2064765.11,1156.15
2660.85,2229.52,33540.04
56719.87,2229.52,9549.96
30704.94,2229.52,1156.15
2248.96,572181.10,1156.15
84245.21,86947.71,27756.49
2682.76,2229.52,1156.15
30701.21,2229.52,6671.14
13389305.38,23139094.87,1156.15
8601.78,17242.40,1156.15
64246.79,80495.33,55586.94
16680.38,2229.52,21065.20
2248.96,968258.62,1156.15
56712.32,4485.20,1156.15
813729.94,281180.16,1156.15
5364672.82,8812293.14,1156.15
569266.54,4538708.05,1156.15
52721.89,2229.52,1873.13
8354.42,59567.88,9532.41
125030.18,5922245.82,1156.15
2248.96,2229.52,1156.15
37304.01,599676.80,1156.15
3683590.49,1402947.19,1156.15
2248.96,2229.52,15307.57
2248.96,1309266.51,1156.15
42714.45,2229.52,1156.15
137523.89,925754.51,1156.15
28673.66,2229.52,45055.30
332317.02,1865970.49,1156.15
2284091.75,1823743.63,1156.15
44081.89,110295.25,25830.14
92968.10,665244.02,9347.27
128209.52,99623.58,24873.80
44423.89,48818.33,38323.77
1097180.94,7429170.65,31269.88
146438.70,61463.81,28723.88
62483.64,38115.70,60397.90
2248.96,2229.52,1873.11
2248.96,17248.96,1156.15
2248.96,2229.52,1156.15
7415267.01,19866425.59,1156.15
147213.80,1330219.51,17780.44
97062.83,298833.64,5620.86
14451.70,40397.04,33528.33
36422.35,51050.80,13373.42
666068.27,1602928.76,15777.88
74393.08,59414.90,29684.11
44666.56,10851.59,1156.15
14692.27,2229.52,1156.15
38711.28,2229.52,1156.15
965037.62,3580947.36,1156.15
2248.96,2229.52,2832.72
2248.96,366729.12,1156.15
30655.47,10865.83,1156.15
92750.34,2229.52,6671.16
6679.60,2229.52,10509.55
20403.18,51026.20,22969.45
56679.88,8669.22,13386.37
37965.31,480968.29,23797.64
32706.53,2229.52,1156.15
757894.33,594680.66,7449.64
2248.96,15130.90,1156.15
202841.23,2229.52,1156.15
2248.96,19294.48,18181.14
2637155.96,42028092.57,13017.57
520395.88,1175255.32,10150.99
1157075.40,10614700.62,19740.57
772735.38,49566111.92,1156.15
663840.69,241089.59,1156.15
1001189.05,1454389.03,1156.15
2248.96,2229.52,1156.15
2248.96,2229.52,17226.78
14692.27,2229.52,1156.15
2248.96,2229.52,1156.15
2248.96,15130.90,1156.15
1510410.25,10080670.89,1671.35
2248.96,51137.95,1156.15
1113890.05,293551.67,8501.28
494418.92,116296.89,1156.15
22552.45,27818.47,1156.15
4684.34,2229.52,1156.15
28680.80,2229.52,34499.65
2248.96,2229.52,1156.15
1780210.10,7697606.92,1156.15
207846.71,173653.91,29649.19
5150.11,271411.84,1156.15
34190.27,89096.20,32553.84
56725.55,2229.52,1156.15
318845.18,1419019.53,13914.89
2248.96,2229.52,1156.15
465454.16,281534.18,1156.15
217084.12,663035.54,1156.15
46699.36,4463.70,8589.65
16478788.20,5407710.20,39564.58
156170.90,1162860.00,23589.21
10267.92,72176.12,32559.01
36376.36,57343.67,27765.53
2248.96,31978.32,23934.88
2248.96,2229.52,23944.00
129482.42,228876.45,12359.46
2125023.07,1635289.47,26323.62
3876133.66,6244568.66,9561.11
267575.22,233020.19,1156.15
66574.75,29888.71,1864.66
48517.01,385645.34,23826.78
518638.41,781287.69,13150.22
2248.96,273534.42,1156.15
291425.06,262648.64,1156.15
442517.51,5354285.64,1156.15
2248.96,2229.52,1156.15
3621694.95,16110737.93,1156.15
1853121.64,2986990.80,1156.15
36709.70,2229.52,1156.15
1030466.95,2286752.50,1156.15
8119720.23,8305349.21,9890.81
64465.63,398390.56,11348.05
2248.96,19367.02,1156.15
8045.91,114673.23,1156.15
36694.28,2229.52,23944.01
14691.13,2229.52,2832.72
13576694.61,22219671.39,1156.15
2248.96,2229.52,3792.32
2248.96,40547.64,1156.15
2248.96,680202.27,1156.15
2248.96,195166.13,1156.15
1025594.98,5245672.54,1156.15
6828889.58,13536145.88,3493.96
96932.98,322151.72,1156.15
30080.45,459799.90,22844.51
2248.96,2229.52,1156.15
2248.96,13012.83,1156.15
2248.96,597597.82,1156.15
2443085.32,7631122.93,34086.96
876521.01,7518491.31,1156.15
2248.96,25721.20,1156.15
167312.64,2370233.92,1156.15
2248.96,23603.14,1156.15
1342851.50,1911540.30,1156.15
2248.96,1904393.86,11847.33
1587065.11,4012385.76,2566.57
5087.90,281990.90,3706.80
1085476.85,712954.32,8373.09
188621.48,2143581.05,1156.15
1564023.14,4537501.70,45588.18
2248.96,29957.33,1156.15
34364.64,59476.03,24886.08
2248.96,173985.52,1156.15
4233144.77,10325661.70,14071.30
2248.96,2229.52,16267.17
2366754.53,1361705.03,52316.51
65457.82,224717.69,9481.93
76731.17,2229.52,16267.20
3938.45,131573.79,12389.21
1345475.56,4256145.70,16886.11
3603284.21,164920267.89,47424.61
2248.96,292422.24,42087.72
8545700.21,2744705.10,89318.29
310206.76,124842.91,27744.90
64294.00,423639.74,50684.04
52384.64,52911.43,69989.41
24674.88,6635.81,1156.15
11736.51,165360.63,34449.74
2248.96,2229.52,10509.55
2248.96,2229.52,1156.15
14582.37,21472.42,1156.15
2248.96,40547.64,1156.15
2248.96,27713.59,30653.40
34722.39,701345.81,1156.15
2248.96,849647.21,1156.15
2248.96,2354.07,17226.71
2248.96,55142.12,55594.68
68403.16,52931.94,61352.98
2248.96,10756.84,33537.39
2248.96,2229.52,18186.38
2248.96,1169254.87,52375.34
2515990.56,2571037.11,33714.42
1703866.17,1432494.28,1156.15
325290.54,641745.05,1156.15
187547.04,1279417.90,1156.15
30694647.54,14407628.60,48328.90
2758349.86,2894946.56,11544.55
677980.32,569372.90,1156.15
2248.96,2229.52,1156.15
2593956.85,5394317.67,32851.46
486398.08,1168890.82,20708.56
18404.28,53239.27,1156.15
48355.54,65917.13,1156.15
2248.96,531937.95,1156.15
1709300.78,3637378.22,1156.15
1806619.37,2014805.39,11813.58
1907397.52,7506853.19,1156.15
34123.60,101841.35,23913.52
3836536.09,1959838.80,1156.15
12686.95,2229.52,6671.14
34923.45,1016934.94,1156.15
1032599.17,509707.04,1156.15
810002.63,2337809.89,1156.15
2248.96,2229.52,1156.15
506836.15,3202282.16,1156.15
92511.81,42501.15,18174.05
46559.38,29912.11,1156.15
68359.31,68014.84,1156.15
72715.66,2229.52,34499.67
1033980.31,2720860.15,21193.79
3179894.41,3034357.24,1156.15
298167.76,1183928.86,15905.95
517495.36,281481.28,1156.15
171672.18,2658272.86,2980.47
314586.09,413006.62,1156.15
2248.96,91381.11,1156.15
2248.96,36311.51,1156.15
756489.62,8209097.32,1156.15
385231.61,2414491.33,1156.15
724006.94,2325189.12,1156.15
1722437.55,2033912.50,21403.76
118849.20,1037904.43,30344.62
8601.78,17242.40,1156.15
64344.05,70136.97,1156.15
2248.96,2229.52,1156.15
2672.69,2365.88,14347.90
50357.13,65915.09,1156.15
2047208.65,9313406.90,1156.15
10689.10,2229.52,1156.15
892682.44,1177019.50,4392.83
6437.09,391976.87,39178.48
392988.70,2229.52,5711.65
2248.96,2229.52,42176.47
31963.88,483189.51,1156.15
58611.95,19200.27,26817.59
1217065.22,443517.65,81385.24
1537799.11,38949294.65,77292.41
2680.32,2229.52,4751.93
234172.28,474511.76,1156.15
6575693.12,7747801.56,1156.15
2248.96,2229.52,5711.53
34698.54,2229.52,15307.58
64729.45,2229.52,4751.95
2248.96,2229.52,1156.15
8317240.29,20346306.84,1156.15
2248.96,2229.52,1156.15
3559579.17,3141991.71,1156.15
2248.96,2229.52,1156.15
30703.81,2229.52,2832.73
520987.90,3528447.50,1156.15
1864677.60,5522283.99,1156.15
1713991.56,710229.11,1156.15
12680116.85,34121768.09,22151.43
2248.96,1245705.26,5331.44
6677.65,2229.52,13388.36
2248.96,489479.65,23795.04
1295349.54,1466798.21,1156.15
2248.96,2229.52,1156.15
307070.83,677770.40,1156.15
2484270.62,2168709.60,17524.15
328442.80,789973.64,8349.55
3196246.37,1922364.68,1156.15
2248.96,2229.52,1156.15
2248.96,2229.52,1156.15
2248.96,2229.52,2832.72
2248.96,2229.52,3792.32
2248.96,2229.52,1156.15
2248.96,2229.52,1156.15
1454027.04,2771291.00,15420.76
36623.97,17213.91,1156.15
23768.57,165490.45,1156.15
370779.85,35936.69,1156.15
2248.96,2229.52,1156.15
164620.45,33976.09,13378.64
14692.27,2229.52,1156.15
78527.48,38295.61,14336.92
2248.96,13012.83,1156.15
173379.89,254296.43,1156.15
2248.96,19367.02,1156.15
2248.96,1802731.04,10918.80
57102.35,637781.58,1156.15
40252.53,82869.76,1156.15
2248.96,89262.60,1156.15
103001.49,1012629.65,1156.15
296051.18,1556772.11,1156.15
20635.46,12994.07,1156.15
42034.74,470410.69,15164.44
103998.36,126962.08,76683.99
2283504.83,7184364.56,37102.33
2248.96,19367.02,1156.15
1878715.82,2357827.42,18425.95
13345938.24,73540193.05,1156.15
2248.96,256546.00,11391.40
2637.49,6532.52,30659.87
234616.78,44503.36,11456.22
821021.23,2511478.80,1156.15
10627.05,13001.18,1869.82
2248.96,23603.14,1156.15
1014724.48,1888575.40,1156.15
1002627.46,8920511.62,1156.15
1826247.71,3486858.26,4646.41
1132585.07,1227624.13,1156.15
68303.09,74243.35,30639.18
43306.25,949084.48,15977.74
63389.41,237463.84,1156.15
263756.65,902327.69,1156.15
30209.97,84855.97,34474.34
48174.28,97688.05,1156.15
2248.96,277770.55,1156.15
2248.96,74436.62,1156.15
399688.96,226361.09,41148.31
87288.95,252046.18,52655.69
1558239.33,994137.55,16923.57
22540.37,29936.53,1156.15
36705.97,2229.52,6671.14
2248.96,2229.52,1156.15
14449.44,44771.10,1156.15
2248.96,2229.52,1156.15
2248.96,10894.77,1156.15
89326.47,6212320.79,30682.22
2248.96,82811.80,23919.34
2248.96,46882.41,5697.87
2248.96,6658.65,1156.15
2248.96,2229.52,1156.15
2248.96,36259.41,13377.94
126779.86,2295.93,1156.15
2391965.79,455301.47,18047.87
84335.73,74352.75,1156.15
484086.68,872366.18,20799.20
2248.96,40547.64,1156.15
400072.12,2619927.10,1156.15
1100397.39,6518544.09,1156.15
36709.70,2229.52,1156.15
2248.96,387909.74,1156.15
32669.70,6555.14,18185.03
2127733.73,3266221.69,17188.69
2248.96,351760.68,34392.76
2248.96,913189.06,1156.15
2248.96,2229.52,1156.15
2248.96,224819.00,1156.15
4517390.62,12428664.52,1156.15
2248.96,13012.83,1156.15
202836.20,2229.52,8590.40
2248.96,2422.53,1156.15
43494.40,216303.57,1156.15
953335.17,4224704.07,33208.96
30704.94,2229.52,1156.15
24700.19,2229.52,1156.15
2248.96,2229.52,1156.15
103396.94,241659.28,1156.15
44709.71,2229.52,10509.56
40712.38,2229.52,1873.13
48709.63,2229.52,15307.58
2678.38,2229.52,7630.74
3863150.50,2203274.00,27109.61
24572.70,375169.36,2718.72
1052002.49,17805605.62,12744.58
1336914.81,2250434.24,1156.15
2257836.12,3268279.93,1156.15
1106864.34,2227362.50,2152.58
575722.78,4108737.23,1156.15
2248.96,154922.97,1156.15
3918762.47,1580624.27,1156.15
76655.67,17173.22,1156.15
133924.83,499884.14,35307.09
2058226.85,1768903.90,1156.15
12409.17,51112.00,4736.98
2248.96,2229.52,1156.15
24404.00,53201.50,8574.75
10269.47,74380.01,12406.69
4849808.12,18007008.83,56824.74
2248.96,2229.52,1156.15
2248.96,485340.57,1156.15
3293849.28,14984207.79,12647.37
100932.83,319932.53,23846.86
54650.32,15077.54,1156.15
489585.29,963521.55,1156.15
40712.87,2229.52,1156.15
58727.13,2229.52,1156.15
496492.51,1848537.21,76157.77
443327.99,300619.12,1156.15
2248.96,53134.42,29686.03
2248.96,148568.77,1156.15
267259.00,285882.86,21938.06
1255690.61,10172014.33,1156.15
2248.96,154922.97,1156.15
7785.49,506346.05,40103.13
552005.68,196724.24,1156.15
139617.02,207722.44,3729.51
5160030.53,1880125.61,1156.15
34527.57,31978.01,16258.06
1179365.32,2500524.30,1156.15
1210969.72,469282.78,1156.15
212967.08,1031499.57,19790.95
2248.96,6658.65,1156.15
978102.01,7956824.06,1156.15
2248.96,2229.52,21065.19
38186.04,86851.45,61342.61
58322.18,72229.47,8568.93
769557.74,304496.01,7538.34
2248.96,29876.61,20097.11
23746.91,167548.22,15257.02
34465.29,44750.75,1156.15
10124546.52,11594780.68,4087.35
2248.96,2229.52,4751.93
82156.22,807200.06,1156.15
1409807.94,3857959.62,1156.15
94404.07,63752.27,1156.15
1157597.12,2229.52,1156.15
220849.98,353796.50,1156.15
28279.28,76527.78,1156.15
1126728.63,1903287.81,1156.15
2858430.34,8158238.23,1156.15
1515483.05,2171759.29,29998.05
20388.50,53127.91,26807.22
