EYFP_MEFL,mKate_MEFL,EBFP2_MEFL
2248.96,2229.52,1156.15
2248.96,2229.52,1156.15
2248.96,2229.52,4751.93
1889590.6,1431836.79,607904.95
2248.96,2229.52,25863.21
570407.46,15765499.5,1222467.45
2248.96,2229.52,1156.15
2248.96,2229.52,19145.98
2248.96,2229.52,5711.53
70204.45,2866852.97,286959.09
2248.96,2229.52,1156.15
2248.96,2229.52,1156.15
2248.96,2229.52,1156.15
2037025.12,15593268.11,532565.8
414035.91,1575714.6,1156.15
70712.78,2229.52,36418.87
332321.5,2518780.73,391662.16
2248.96,2229.52,1156.15
1998446.55,2744335.77,246693.22
7990127.93,42941723.02,51122.42
676098.89,1247049.39,24523.08
5871387.18,54689959.72,192431.45
2248.96,313688.69,21929.57
2248.96,2229.52,9549.94
14328.09,5995281.07,283124.04
746658.77,21099621.67,476185.38
2248.96,2229.52,1156.15
2248.96,2229.52,1156.15
4406662.71,9018212.18,117148.41
961441.81,2229.52,1156.15
2248.96,2229.52,1156.15
2248.96,2229.52,1156.15
2248.96,2229.52,14347.96
2248.96,2229.52,1156.15
2248.96,2229.52,1156.15
2248.96,2229.52,17226.78
2248.96,2229.52,3792.32
2248.96,2229.52,1156.15
2248.96,2229.52,7630.74
2248.96,2229.52,1156.15
212849.16,2229.52,1156.15
2248.96,2229.52,1156.15
108754.58,2229.52,19146.02
2248.96,711684.03,68828.44
2248.96,2229.52,34499.64
2248.96,2229.52,9549.94
342543.7,4634250.46,1156.15
369669.16,11098228.44,63734.49
3094295.65,8916267.53,1156.15
497074.19,2229.52,1156.15
91058.66,1997720.21,454195.58
3400704.35,7831413.27,22510.51
2248.96,2229.52,37378.46
2451865.36,5730860.07,120072.43
12235772.29,24200004.14,820694.65
1642422.77,36363972.42,359246.2
495058.49,2229.52,22024.95
3056742.15,13367542.94,208900.44
1265651.04,2229.52,47934.49
2248.96,2229.52,1156.15
2248.96,2229.52,1156.15
360963.98,2229.52,4752.04
2811007.41,24519526.2,157511.6
240850.09,2229.52,32580.51
1011861.22,948958.94,311535.37
5034052.86,2872262.64,318624.3
1549795.78,10768838.25,1033033.76
2248.96,2229.52,11469.15
2248.96,2229.52,3792.32
2248.96,2229.52,1156.15
2248.96,2229.52,1156.15
1959212.19,8588769.04,81774.38
2248.96,3130706.73,22028.12
1948404.12,1720215.5,20540.04
1864132.64,2229.52,36419.43
2248.96,2229.52,18186.38
2248.96,2229.52,1156.15
2412293.85,3885719.62,205081.43
565108.1,2229.52,30661.4
1413430.64,1431494.65,304670.67
1216862.26,22587952.96,20878.84
176820.63,2229.52,1156.15
2248.96,2229.52,15307.57
627848.37,234772.03,1156.15
284905.73,2229.52,1873.2
2248.96,2229.52,26822.81
2248.96,2229.52,13388.36
2248.96,2229.52,35459.25
729234.14,2229.52,36419.08
791307.12,2229.52,1156.15
721251.66,2229.52,1156.15
246869.12,2229.52,11469.23
2248.96,2229.52,8590.34
2248.96,2229.52,30661.23
3499702.36,13984222.21,26387.46
2338989.03,158814550.8,204746.49
2248.96,2229.52,7630.74
963708.72,3770053.47,356734
2248.96,2229.52,1156.15
2248.96,2229.52,1156.15
1143560.61,3792175.72,589910.64
2248.96,2229.52,11469.15
2248.96,2229.52,24903.61
102755.02,2229.52,11469.18
2248.96,2229.52,12428.76
2248.96,2229.52,46014.89
2248.96,2229.52,38338.06
2248.96,2229.52,13388.36
2248.96,2229.52,8590.34
4859436.27,27806188.31,791763.9
2248.96,2229.52,14347.96
2248.96,2229.52,1156.15
2248.96,2229.52,1156.15
1375461.31,9855526.95,182145.46
234467.72,4981656.15,14745.14
2248.96,2229.52,37378.46
2248.96,2229.52,1156.15
2248.96,2229.52,1156.15
461759.76,1630735.4,1156.15
604396.31,1187918.11,1156.15
974364.21,192058.82,1156.15
11872365.2,8703763.79,56789.56
2248.96,2229.52,15307.57
1798095.93,2229.52,13388.92
2248.96,2229.52,1156.15
2248.96,2229.52,1156.15
2214433.83,2229.52,1156.16
198320.63,794373.66,1156.15
517084.99,2229.52,8590.5
825905.97,6213743.15,18206.95
2248.96,2229.52,14347.96
333416.67,1321603.03,7227.45
877429.23,68694136.68,471233.72
12779491.01,9681293.93,76642.42
2130123.2,3198449.8,15290.2
2248.96,2229.52,66166.57
232860.61,2229.52,7630.81
2248.96,2229.52,1156.15
136774.17,2229.52,22984.44
1943494.84,7437036.52,468846.26
3353915.5,7934235.64,259500.92
2248.96,2229.52,1156.15
2248.96,243878.49,1799.25
2248.96,2229.52,48893.7
594549.36,3960243.1,49603.04
5069505.01,1253100.22,41794.08
8425724.55,28537542.36,1284776.16
20677.06,2229.52,30661.23
2248.96,2229.52,12428.76
2248.96,2229.52,1156.15
3307161.94,3180373.39,1156.15
50700.83,2229.52,30661.24
2248.96,2229.52,1156.15
639175.84,2229.52,17226.97
1543898.64,2229.52,7631.22
2248.96,2229.52,12428.76
2248.96,2229.52,1156.15
2248.96,2229.52,1156.15
2248.96,2229.52,32580.44
2248.96,2229.52,51772.51
2248.96,625132.64,1156.15
2248.96,2229.52,17226.78
2002869.25,6531456.98,233060.81
2248.96,2229.52,56570.53
196136.62,441603.39,277144.75
75756.16,171682.4,26770.98
629162.05,2229.52,25863.4
112752.55,2229.52,26822.85
11394846.8,6077156.6,224563.26
194751.96,2229.52,123742.86
68712.5,2229.52,34499.66
30694.72,2229.52,16267.18
38678.99,2229.52,48893.71
60717.84,2229.52,17226.79
38698.46,2229.52,20105.6
1337168.63,20257809.31,1552157.21
997584.78,5568876.73,207445.78
1319195.96,795352.39,1156.15
4462759.83,8910973.54,914610.93
104763.58,2229.52,1156.15
4683.21,2229.52,2832.72
68728.73,2229.52,10509.57
4835890.86,5008504.34,72313.09
2248.96,2229.52,1156.15
30704.94,2229.52,1156.15
895170,3859224.35,323120.67
2508888.1,3447299.62,178346.58
2248.96,2229.52,1156.15
10689.1,2229.52,1156.15
2248.96,2229.52,22024.79
2248.96,2229.52,6671.13
2248.96,2229.52,21065.19
315685.26,220259.94,1806.47
284732.5,5631416.78,115304.81
1175476.75,17942.36,55606.06
500007.78,2983710.04,98841.26
2799232.81,29066919.29,5642169.39
32706.53,2229.52,1156.15
48719.21,2229.52,1156.15
1486617.07,9950468.48,739645.53
605159.76,2229.52,1156.15
36687.14,2229.52,34499.65
70732.91,2229.52,6671.15
605159.76,2229.52,1156.15
8106.33,104082.93,1156.15
2248.96,2229.52,1156.15
2248.96,27839.27,1156.15
2248.96,2229.52,1156.15
2248.96,2229.52,1156.15
2121507.53,2605469.1,1156.15
22692.93,2229.52,9549.95
70732.91,2229.52,6671.15
100756.03,2229.52,7630.77
28703.36,2229.52,1156.15
317129.41,2423032.87,1156.15
14692.27,2229.52,1156.15
1255563.9,1072881.5,1156.15
352945.96,2229.52,22024.9
56725.55,2229.52,1156.15
2083497.25,2205737.44,370646.58
681220,2229.52,1156.15
378972.43,2229.52,13388.48
1525773.54,8771002.03,166163.71
298917.3,2229.52,1156.15
676450.05,3642607.78,13235.23
30704.94,2229.52,1156.15
10682.12,2229.52,11469.15
6028193.77,3022966.19,5747.81
1995668.2,2906201.68,37450.38
757846.62,1653640.01,22479.6
140771.5,2229.52,31620.88
20697.02,2229.52,1156.15
507082.11,2229.52,1156.15
18695.44,2229.52,1156.15
2719374.86,13543066.91,353746.79
2248.96,2229.52,1156.15
16693.85,2229.52,1156.15
2762952.4,1736332,20535.12
60711.35,2229.52,26822.83
4566948.69,2689823.26,1156.15
902648.83,833900.7,1156.15
2248.96,2229.52,3792.32
76712.71,3861258.16,40996.87
629173.73,2229.52,8590.54
44696.72,2229.52,29701.64
22686.43,2229.52,19145.99
309150.53,3106714.06,107440.08
1143567.4,2229.52,28742.38
78693.81,2229.52,73843.43
1264235.98,1648664.28,75259.26
33764782.07,56894273.53,135141.13
122750.74,2229.52,41216.91
2248.96,2229.52,172682.59
2248.96,2229.52,54651.33
1070499,6194631.19,2457522.45
2248.96,2229.52,22984.4
250846.97,2229.52,48893.78
320504.68,1106928.76,186738.76
332944.25,2229.52,1156.15
10373.77,57483.53,1156.15
2248.96,2229.52,1156.15
22698.6,2229.52,1156.15
2248.96,2229.52,1156.15
2248.96,2229.52,1156.15
62730.3,2229.52,1156.15
66725.84,2229.52,12428.78
3609256.57,10108506.33,921921.73
108753.28,2229.52,21065.22
3093017.53,2123684.3,1156.15
51145.93,629315.39,1156.15
30704.94,2229.52,1156.15
515462.71,8689539.42,139319.73
106765.16,2229.52,1156.15
92754.07,2229.52,1156.15
2248.96,2229.52,1156.15
1007478.26,2229.52,1156.15
28703.36,2229.52,1156.15
76741.4,2229.52,1156.15
4684.34,2229.52,1156.15
52712.15,2229.52,16267.19
1452465.09,240287.97,1156.15
128766.53,2229.52,24903.65
30704.94,2229.52,1156.15
4380309.23,319896.37,5614.42
28703.36,2229.52,1156.15
444536.4,88812.96,1156.15
2248.96,2229.52,14347.96
2248.96,2229.52,1156.15
22698.6,2229.52,1156.15
2682.76,2229.52,1156.15
828091.43,219742.14,1156.15
812187.31,19770946.63,615733.86
457036.16,2229.52,10509.69
3784010.68,7615735.39,343083.69
100741.74,2229.52,28742.05
2578074.77,1775794.51,745022.99
714151.91,192283.47,10451.44
2682.76,2229.52,1156.15
2666.69,2229.52,24903.61
38711.28,2229.52,1156.15
1831761.54,1817797.07,12833.4
2248.96,2229.52,25863.21
2248.96,2229.52,5711.53
820387.59,4720356.32,58007.13
28694.44,2229.52,14347.97
902121.06,575496.1,1697.89
724853.82,1122059.47,18803.67
26687.66,2229.52,22024.8
16690.77,2229.52,5711.53
12683.7,2229.52,11469.16
1919302.37,3315221.19,1156.15
140836.14,343219.12,17122.53
1029491.98,2229.52,6671.45
97401,582373.91,70787.17
70730.31,2229.52,10509.57
2962421.48,1507424.79,10049.46
42714.45,2229.52,1156.15
36709.7,2229.52,1156.15
1205621,2229.52,22025.17
52700.47,2229.52,33540.06
122940.68,671473.62,31416.23
497736.63,938096.68,1156.15
40706.54,2229.52,10509.56
1095686.99,2410900.07,176744.16
255111.7,1012410.66,15958.38
2348925.1,4134188.62,65863.12
18695.44,2229.52,1156.15
6671.81,2229.52,22024.8
45501.18,915193.43,15988.09
7282759.18,7985609.63,189434.23
989464.04,2229.52,1156.15
76741.4,2229.52,1156.15
125683.05,1590581.68,59923.37
1395054.32,1503833.58,232678.36
2248.96,2229.52,28742.02
316448.25,84638.59,17201.56
2248.96,2229.52,15307.57
2248.96,2229.52,1156.15
34707.63,2229.52,1873.12
